as_of_date,source_reference,position_type,currency,balance,counterparty_reference,product_code,gl_account_code,attributes.balance_ghs,attributes.branch_id
2022-04-22,CASH-BOG,CASH,GHS,32093234.40,CP-BOG,CASH-BOG,GL-1020,32093234.40,ACC-HQ
2022-04-29,CASH-VAULT,CASH,GHS,14336865.38,,CASH-VAULT,GL-1010,14336865.38,ACC-HQ
2022-04-29,CASH-BOG,CASH,GHS,31738216.32,CP-BOG,CASH-BOG,GL-1020,31738216.32,ACC-HQ
2022-04-30,CASH-VAULT,CASH,GHS,14251839.79,,CASH-VAULT,GL-1010,14251839.79,ACC-HQ
2022-04-30,CASH-BOG,CASH,GHS,31547215.74,CP-BOG,CASH-BOG,GL-1020,31547215.74,ACC-HQ
2022-05-06,CASH-VAULT,CASH,GHS,14161909.15,,CASH-VAULT,GL-1010,14161909.15,ACC-HQ
2022-05-06,CASH-BOG,CASH,GHS,33288408.61,CP-BOG,CASH-BOG,GL-1020,33288408.61,ACC-HQ
2022-05-13,CASH-VAULT,CASH,GHS,13987565.00,,CASH-VAULT,GL-1010,13987565.00,ACC-HQ
2022-05-13,CASH-BOG,CASH,GHS,31924074.64,CP-BOG,CASH-BOG,GL-1020,31924074.64,ACC-HQ
2022-05-20,CASH-VAULT,CASH,GHS,14274813.94,,CASH-VAULT,GL-1010,14274813.94,ACC-HQ
2022-05-20,CASH-BOG,CASH,GHS,31598684.51,CP-BOG,CASH-BOG,GL-1020,31598684.51,ACC-HQ
2022-05-27,CASH-VAULT,CASH,GHS,14168203.68,,CASH-VAULT,GL-1010,14168203.68,ACC-HQ
2022-05-27,CASH-BOG,CASH,GHS,33309235.75,CP-BOG,CASH-BOG,GL-1020,33309235.75,ACC-HQ
2022-05-31,CASH-VAULT,CASH,GHS,14715685.35,,CASH-VAULT,GL-1010,14715685.35,ACC-HQ
2022-05-31,CASH-BOG,CASH,GHS,32588272.02,CP-BOG,CASH-BOG,GL-1020,32588272.02,ACC-HQ
2022-06-03,CASH-VAULT,CASH,GHS,15177538.03,,CASH-VAULT,GL-1010,15177538.03,ACC-HQ
2022-06-03,CASH-BOG,CASH,GHS,32620592.87,CP-BOG,CASH-BOG,GL-1020,32620592.87,ACC-HQ
2022-06-10,CASH-VAULT,CASH,GHS,14579766.69,,CASH-VAULT,GL-1010,14579766.69,ACC-HQ
2022-06-10,CASH-BOG,CASH,GHS,32271496.60,CP-BOG,CASH-BOG,GL-1020,32271496.60,ACC-HQ
2022-06-17,CASH-VAULT,CASH,GHS,14863415.73,,CASH-VAULT,GL-1010,14863415.73,ACC-HQ
2022-06-17,CASH-BOG,CASH,GHS,33860501.76,CP-BOG,CASH-BOG,GL-1020,33860501.76,ACC-HQ
2022-06-24,CASH-VAULT,CASH,GHS,14679697.87,,CASH-VAULT,GL-1010,14679697.87,ACC-HQ
2022-06-24,CASH-BOG,CASH,GHS,32451291.76,CP-BOG,CASH-BOG,GL-1020,32451291.76,ACC-HQ
2022-06-30,CASH-VAULT,CASH,GHS,15046557.03,,CASH-VAULT,GL-1010,15046557.03,ACC-HQ
2022-06-30,CASH-BOG,CASH,GHS,33322278.30,CP-BOG,CASH-BOG,GL-1020,33322278.30,ACC-HQ
2022-07-01,CASH-VAULT,CASH,GHS,14682939.71,,CASH-VAULT,GL-1010,14682939.71,ACC-HQ
2022-07-01,CASH-BOG,CASH,GHS,33446412.59,CP-BOG,CASH-BOG,GL-1020,33446412.59,ACC-HQ
2022-07-08,CASH-VAULT,CASH,GHS,14594952.26,,CASH-VAULT,GL-1010,14594952.26,ACC-HQ
2022-07-08,CASH-BOG,CASH,GHS,32313547.26,CP-BOG,CASH-BOG,GL-1020,32313547.26,ACC-HQ
2022-07-15,CASH-VAULT,CASH,GHS,14456571.73,,CASH-VAULT,GL-1010,14456571.73,ACC-HQ
2022-07-15,CASH-BOG,CASH,GHS,32985567.58,CP-BOG,CASH-BOG,GL-1020,32985567.58,ACC-HQ
2022-07-22,CASH-VAULT,CASH,GHS,14727224.92,,CASH-VAULT,GL-1010,14727224.92,ACC-HQ
2022-07-22,CASH-BOG,CASH,GHS,32610197.83,CP-BOG,CASH-BOG,GL-1020,32610197.83,ACC-HQ
2022-07-29,CASH-VAULT,CASH,GHS,14564407.81,,CASH-VAULT,GL-1010,14564407.81,ACC-HQ
2022-07-29,CASH-BOG,CASH,GHS,32243745.00,CP-BOG,CASH-BOG,GL-1020,32243745.00,ACC-HQ
2022-07-31,CASH-VAULT,CASH,GHS,14386244.15,,CASH-VAULT,GL-1010,14386244.15,ACC-HQ
2022-07-31,CASH-BOG,CASH,GHS,32827313.78,CP-BOG,CASH-BOG,GL-1020,32827313.78,ACC-HQ
2022-08-05,CASH-VAULT,CASH,GHS,14394539.06,,CASH-VAULT,GL-1010,14394539.06,ACC-HQ
2022-08-05,CASH-BOG,CASH,GHS,32845944.54,CP-BOG,CASH-BOG,GL-1020,32845944.54,ACC-HQ
2022-08-12,CASH-VAULT,CASH,GHS,14665552.79,,CASH-VAULT,GL-1010,14665552.79,ACC-HQ
2022-08-12,CASH-BOG,CASH,GHS,32471478.53,CP-BOG,CASH-BOG,GL-1020,32471478.53,ACC-HQ
2022-08-19,CASH-VAULT,CASH,GHS,14553132.59,,CASH-VAULT,GL-1010,14553132.59,ACC-HQ
2022-08-19,CASH-BOG,CASH,GHS,32216590.46,CP-BOG,CASH-BOG,GL-1020,32216590.46,ACC-HQ
2022-08-26,CASH-VAULT,CASH,GHS,14461709.57,,CASH-VAULT,GL-1010,14461709.57,ACC-HQ
2022-08-26,CASH-BOG,CASH,GHS,33001158.63,CP-BOG,CASH-BOG,GL-1020,33001158.63,ACC-HQ
2022-08-31,CASH-VAULT,CASH,GHS,14529862.88,,CASH-VAULT,GL-1010,14529862.88,ACC-HQ
2022-08-31,CASH-BOG,CASH,GHS,34153439.71,CP-BOG,CASH-BOG,GL-1020,34153439.71,ACC-HQ
2022-09-02,CASH-VAULT,CASH,GHS,15072966.80,,CASH-VAULT,GL-1010,15072966.80,ACC-HQ
2022-09-02,CASH-BOG,CASH,GHS,33371308.83,CP-BOG,CASH-BOG,GL-1020,33371308.83,ACC-HQ
2022-09-09,CASH-VAULT,CASH,GHS,14900936.08,,CASH-VAULT,GL-1010,14900936.08,ACC-HQ
2022-09-09,CASH-BOG,CASH,GHS,32984266.87,CP-BOG,CASH-BOG,GL-1020,32984266.87,ACC-HQ
2022-09-16,CASH-VAULT,CASH,GHS,14711710.30,,CASH-VAULT,GL-1010,14711710.30,ACC-HQ
2022-09-16,CASH-BOG,CASH,GHS,33573644.75,CP-BOG,CASH-BOG,GL-1020,33573644.75,ACC-HQ
2022-09-23,CASH-VAULT,CASH,GHS,14987900.18,,CASH-VAULT,GL-1010,14987900.18,ACC-HQ
2022-09-23,CASH-BOG,CASH,GHS,33180728.50,CP-BOG,CASH-BOG,GL-1020,33180728.50,ACC-HQ
2022-09-30,CASH-VAULT,CASH,GHS,14933644.36,,CASH-VAULT,GL-1010,14933644.36,ACC-HQ
2022-09-30,CASH-BOG,CASH,GHS,33054381.05,CP-BOG,CASH-BOG,GL-1020,33054381.05,ACC-HQ
2022-10-07,CASH-VAULT,CASH,GHS,14492009.65,,CASH-VAULT,GL-1010,14492009.65,ACC-HQ
2022-10-07,CASH-BOG,CASH,GHS,33074244.53,CP-BOG,CASH-BOG,GL-1020,33074244.53,ACC-HQ
2022-10-14,CASH-VAULT,CASH,GHS,14795501.96,,CASH-VAULT,GL-1010,14795501.96,ACC-HQ
2022-10-14,CASH-BOG,CASH,GHS,32752556.80,CP-BOG,CASH-BOG,GL-1020,32752556.80,ACC-HQ
2022-10-21,CASH-VAULT,CASH,GHS,14636285.07,,CASH-VAULT,GL-1010,14636285.07,ACC-HQ
2022-10-21,CASH-BOG,CASH,GHS,34406137.86,CP-BOG,CASH-BOG,GL-1020,34406137.86,ACC-HQ
2022-10-28,CASH-VAULT,CASH,GHS,14446760.76,,CASH-VAULT,GL-1010,14446760.76,ACC-HQ
2022-10-28,CASH-BOG,CASH,GHS,32972965.79,CP-BOG,CASH-BOG,GL-1020,32972965.79,ACC-HQ
2022-10-31,CASH-VAULT,CASH,GHS,15094282.17,,CASH-VAULT,GL-1010,15094282.17,ACC-HQ
2022-10-31,CASH-BOG,CASH,GHS,34430277.33,CP-BOG,CASH-BOG,GL-1020,34430277.33,ACC-HQ
2022-11-04,CASH-VAULT,CASH,GHS,14755187.63,,CASH-VAULT,GL-1010,14755187.63,ACC-HQ
2022-11-04,CASH-BOG,CASH,GHS,32661067.17,CP-BOG,CASH-BOG,GL-1020,32661067.17,ACC-HQ
2022-11-11,CASH-VAULT,CASH,GHS,14662395.22,,CASH-VAULT,GL-1010,14662395.22,ACC-HQ
2022-11-11,CASH-BOG,CASH,GHS,34473780.75,CP-BOG,CASH-BOG,GL-1020,34473780.75,ACC-HQ
2022-11-18,CASH-VAULT,CASH,GHS,14999265.57,,CASH-VAULT,GL-1010,14999265.57,ACC-HQ
2022-11-18,CASH-BOG,CASH,GHS,33159131.86,CP-BOG,CASH-BOG,GL-1020,33159131.86,ACC-HQ
2022-11-25,CASH-VAULT,CASH,GHS,14966622.76,,CASH-VAULT,GL-1010,14966622.76,ACC-HQ
2022-11-25,CASH-BOG,CASH,GHS,35128460.15,CP-BOG,CASH-BOG,GL-1020,35128460.15,ACC-HQ
2022-11-30,CASH-VAULT,CASH,GHS,15416582.02,,CASH-VAULT,GL-1010,15416582.02,ACC-HQ
2022-11-30,CASH-BOG,CASH,GHS,35164295.15,CP-BOG,CASH-BOG,GL-1020,35164295.15,ACC-HQ
2022-12-02,CASH-VAULT,CASH,GHS,15323399.99,,CASH-VAULT,GL-1010,15323399.99,ACC-HQ
2022-12-02,CASH-BOG,CASH,GHS,34909163.12,CP-BOG,CASH-BOG,GL-1020,34909163.12,ACC-HQ
2022-12-09,CASH-VAULT,CASH,GHS,15140746.52,,CASH-VAULT,GL-1010,15140746.52,ACC-HQ
2022-12-09,CASH-BOG,CASH,GHS,34497933.20,CP-BOG,CASH-BOG,GL-1020,34497933.20,ACC-HQ
2022-12-16,CASH-VAULT,CASH,GHS,14961945.48,,CASH-VAULT,GL-1010,14961945.48,ACC-HQ
2022-12-16,CASH-BOG,CASH,GHS,34143036.24,CP-BOG,CASH-BOG,GL-1020,34143036.24,ACC-HQ
2022-12-23,CASH-VAULT,CASH,GHS,15272260.38,,CASH-VAULT,GL-1010,15272260.38,ACC-HQ
2022-12-23,CASH-BOG,CASH,GHS,33812140.67,CP-BOG,CASH-BOG,GL-1020,33812140.67,ACC-HQ
2022-12-30,CASH-VAULT,CASH,GHS,15160514.27,,CASH-VAULT,GL-1010,15160514.27,ACC-HQ
2022-12-30,CASH-BOG,CASH,GHS,33558454.14,CP-BOG,CASH-BOG,GL-1020,33558454.14,ACC-HQ
2022-12-31,CASH-VAULT,CASH,GHS,15522089.63,,CASH-VAULT,GL-1010,15522089.63,ACC-HQ
2022-12-31,CASH-BOG,CASH,GHS,34371832.41,CP-BOG,CASH-BOG,GL-1020,34371832.41,ACC-HQ
2023-01-06,CASH-VAULT,CASH,GHS,14927191.40,,CASH-VAULT,GL-1010,14927191.40,ACC-HQ
2023-01-06,CASH-BOG,CASH,GHS,34065752.36,CP-BOG,CASH-BOG,GL-1020,34065752.36,ACC-HQ
2023-01-13,CASH-VAULT,CASH,GHS,15239190.50,,CASH-VAULT,GL-1010,15239190.50,ACC-HQ
2023-01-13,CASH-BOG,CASH,GHS,33736640.19,CP-BOG,CASH-BOG,GL-1020,33736640.19,ACC-HQ
2023-01-20,CASH-VAULT,CASH,GHS,15072342.38,,CASH-VAULT,GL-1010,15072342.38,ACC-HQ
2023-01-20,CASH-BOG,CASH,GHS,35425930.32,CP-BOG,CASH-BOG,GL-1020,35425930.32,ACC-HQ
2023-01-27,CASH-VAULT,CASH,GHS,14863461.56,,CASH-VAULT,GL-1010,14863461.56,ACC-HQ
2023-01-27,CASH-BOG,CASH,GHS,33922345.92,CP-BOG,CASH-BOG,GL-1020,33922345.92,ACC-HQ
2023-01-31,CASH-VAULT,CASH,GHS,14973948.21,,CASH-VAULT,GL-1010,14973948.21,ACC-HQ
2023-01-31,CASH-BOG,CASH,GHS,34171569.09,CP-BOG,CASH-BOG,GL-1020,34171569.09,ACC-HQ
2023-02-03,CASH-VAULT,CASH,GHS,15168042.47,,CASH-VAULT,GL-1010,15168042.47,ACC-HQ
2023-02-03,CASH-BOG,CASH,GHS,33576838.64,CP-BOG,CASH-BOG,GL-1020,33576838.64,ACC-HQ
2023-02-10,CASH-VAULT,CASH,GHS,15035027.74,,CASH-VAULT,GL-1010,15035027.74,ACC-HQ
2023-02-10,CASH-BOG,CASH,GHS,35344605.53,CP-BOG,CASH-BOG,GL-1020,35344605.53,ACC-HQ
2023-02-17,CASH-VAULT,CASH,GHS,15813862.56,,CASH-VAULT,GL-1010,15813862.56,ACC-HQ
2023-02-17,CASH-BOG,CASH,GHS,33990744.43,CP-BOG,CASH-BOG,GL-1020,33990744.43,ACC-HQ
2023-02-24,CASH-VAULT,CASH,GHS,15248410.15,,CASH-VAULT,GL-1010,15248410.15,ACC-HQ
2023-02-24,CASH-BOG,CASH,GHS,33752420.09,CP-BOG,CASH-BOG,GL-1020,33752420.09,ACC-HQ
2023-02-28,CASH-VAULT,CASH,GHS,15326855.10,,CASH-VAULT,GL-1010,15326855.10,ACC-HQ
2023-02-28,CASH-BOG,CASH,GHS,33929408.83,CP-BOG,CASH-BOG,GL-1020,33929408.83,ACC-HQ
2023-03-03,CASH-VAULT,CASH,GHS,15363751.38,,CASH-VAULT,GL-1010,15363751.38,ACC-HQ
2023-03-03,CASH-BOG,CASH,GHS,36123948.89,CP-BOG,CASH-BOG,GL-1020,36123948.89,ACC-HQ
2023-03-10,CASH-VAULT,CASH,GHS,16101240.11,,CASH-VAULT,GL-1010,16101240.11,ACC-HQ
2023-03-10,CASH-BOG,CASH,GHS,34601894.33,CP-BOG,CASH-BOG,GL-1020,34601894.33,ACC-HQ
2023-03-17,CASH-VAULT,CASH,GHS,15461678.29,,CASH-VAULT,GL-1010,15461678.29,ACC-HQ
2023-03-17,CASH-BOG,CASH,GHS,36342692.32,CP-BOG,CASH-BOG,GL-1020,36342692.32,ACC-HQ
2023-03-24,CASH-VAULT,CASH,GHS,15327910.26,,CASH-VAULT,GL-1010,15327910.26,ACC-HQ
2023-03-24,CASH-BOG,CASH,GHS,36046292.32,CP-BOG,CASH-BOG,GL-1020,36046292.32,ACC-HQ
2023-03-31,CASH-VAULT,CASH,GHS,16125462.60,,CASH-VAULT,GL-1010,16125462.60,ACC-HQ
2023-03-31,CASH-BOG,CASH,GHS,34647338.67,CP-BOG,CASH-BOG,GL-1020,34647338.67,ACC-HQ
2023-04-07,CASH-VAULT,CASH,GHS,15210878.86,,CASH-VAULT,GL-1010,15210878.86,ACC-HQ
2023-04-07,CASH-BOG,CASH,GHS,35759655.80,CP-BOG,CASH-BOG,GL-1020,35759655.80,ACC-HQ
2023-04-14,CASH-VAULT,CASH,GHS,15984073.76,,CASH-VAULT,GL-1010,15984073.76,ACC-HQ
2023-04-14,CASH-BOG,CASH,GHS,35403679.17,CP-BOG,CASH-BOG,GL-1020,35403679.17,ACC-HQ
2023-04-21,CASH-VAULT,CASH,GHS,15789715.40,,CASH-VAULT,GL-1010,15789715.40,ACC-HQ
2023-04-21,CASH-BOG,CASH,GHS,33919423.29,CP-BOG,CASH-BOG,GL-1020,33919423.29,ACC-HQ
2023-04-28,CASH-VAULT,CASH,GHS,15633375.17,,CASH-VAULT,GL-1010,15633375.17,ACC-HQ
2023-04-28,CASH-BOG,CASH,GHS,35614305.56,CP-BOG,CASH-BOG,GL-1020,35614305.56,ACC-HQ
2023-04-30,CASH-VAULT,CASH,GHS,15452869.13,,CASH-VAULT,GL-1010,15452869.13,ACC-HQ
2023-04-30,CASH-BOG,CASH,GHS,34208914.40,CP-BOG,CASH-BOG,GL-1020,34208914.40,ACC-HQ
2023-05-05,CASH-VAULT,CASH,GHS,15493925.93,,CASH-VAULT,GL-1010,15493925.93,ACC-HQ
2023-05-05,CASH-BOG,CASH,GHS,35301601.41,CP-BOG,CASH-BOG,GL-1020,35301601.41,ACC-HQ
2023-05-12,CASH-VAULT,CASH,GHS,15361907.30,,CASH-VAULT,GL-1010,15361907.30,ACC-HQ
2023-05-12,CASH-BOG,CASH,GHS,36058950.14,CP-BOG,CASH-BOG,GL-1020,36058950.14,ACC-HQ
2023-05-19,CASH-VAULT,CASH,GHS,15682175.08,,CASH-VAULT,GL-1010,15682175.08,ACC-HQ
2023-05-19,CASH-BOG,CASH,GHS,34721003.38,CP-BOG,CASH-BOG,GL-1020,34721003.38,ACC-HQ
2023-05-26,CASH-VAULT,CASH,GHS,15514004.62,,CASH-VAULT,GL-1010,15514004.62,ACC-HQ
2023-05-26,CASH-BOG,CASH,GHS,34342265.30,CP-BOG,CASH-BOG,GL-1020,34342265.30,ACC-HQ
2023-05-31,CASH-VAULT,CASH,GHS,15525029.23,,CASH-VAULT,GL-1010,15525029.23,ACC-HQ
2023-05-31,CASH-BOG,CASH,GHS,35374026.69,CP-BOG,CASH-BOG,GL-1020,35374026.69,ACC-HQ
2023-06-02,CASH-VAULT,CASH,GHS,15637385.87,,CASH-VAULT,GL-1010,15637385.87,ACC-HQ
2023-06-02,CASH-BOG,CASH,GHS,35685298.10,CP-BOG,CASH-BOG,GL-1020,35685298.10,ACC-HQ
2023-06-09,CASH-VAULT,CASH,GHS,15920052.73,,CASH-VAULT,GL-1010,15920052.73,ACC-HQ
2023-06-09,CASH-BOG,CASH,GHS,35245298.58,CP-BOG,CASH-BOG,GL-1020,35245298.58,ACC-HQ
2023-06-16,CASH-VAULT,CASH,GHS,15760580.58,,CASH-VAULT,GL-1010,15760580.58,ACC-HQ
2023-06-16,CASH-BOG,CASH,GHS,34885686.59,CP-BOG,CASH-BOG,GL-1020,34885686.59,ACC-HQ
2023-06-23,CASH-VAULT,CASH,GHS,15626771.63,,CASH-VAULT,GL-1010,15626771.63,ACC-HQ
2023-06-23,CASH-BOG,CASH,GHS,35663203.16,CP-BOG,CASH-BOG,GL-1020,35663203.16,ACC-HQ
2023-06-30,CASH-VAULT,CASH,GHS,15976027.38,,CASH-VAULT,GL-1010,15976027.38,ACC-HQ
2023-06-30,CASH-BOG,CASH,GHS,35366816.23,CP-BOG,CASH-BOG,GL-1020,35366816.23,ACC-HQ
2023-07-07,CASH-VAULT,CASH,GHS,15617552.86,,CASH-VAULT,GL-1010,15617552.86,ACC-HQ
2023-07-07,CASH-BOG,CASH,GHS,36710240.01,CP-BOG,CASH-BOG,GL-1020,36710240.01,ACC-HQ
2023-07-14,CASH-VAULT,CASH,GHS,15449081.58,,CASH-VAULT,GL-1010,15449081.58,ACC-HQ
2023-07-14,CASH-BOG,CASH,GHS,35259802.42,CP-BOG,CASH-BOG,GL-1020,35259802.42,ACC-HQ
2023-07-21,CASH-VAULT,CASH,GHS,16216048.91,,CASH-VAULT,GL-1010,16216048.91,ACC-HQ
2023-07-21,CASH-BOG,CASH,GHS,34840798.21,CP-BOG,CASH-BOG,GL-1020,34840798.21,ACC-HQ
2023-07-28,CASH-VAULT,CASH,GHS,15570383.01,,CASH-VAULT,GL-1010,15570383.01,ACC-HQ
2023-07-28,CASH-BOG,CASH,GHS,36605994.25,CP-BOG,CASH-BOG,GL-1020,36605994.25,ACC-HQ
2023-07-31,CASH-VAULT,CASH,GHS,16248203.70,,CASH-VAULT,GL-1010,16248203.70,ACC-HQ
2023-07-31,CASH-BOG,CASH,GHS,35984982.72,CP-BOG,CASH-BOG,GL-1020,35984982.72,ACC-HQ
2023-08-04,CASH-VAULT,CASH,GHS,16359275.57,,CASH-VAULT,GL-1010,16359275.57,ACC-HQ
2023-08-04,CASH-BOG,CASH,GHS,35160207.86,CP-BOG,CASH-BOG,GL-1020,35160207.86,ACC-HQ
2023-08-11,CASH-VAULT,CASH,GHS,16234371.55,,CASH-VAULT,GL-1010,16234371.55,ACC-HQ
2023-08-11,CASH-BOG,CASH,GHS,34873446.31,CP-BOG,CASH-BOG,GL-1020,34873446.31,ACC-HQ
2023-08-18,CASH-VAULT,CASH,GHS,15615136.23,,CASH-VAULT,GL-1010,15615136.23,ACC-HQ
2023-08-18,CASH-BOG,CASH,GHS,36717915.28,CP-BOG,CASH-BOG,GL-1020,36717915.28,ACC-HQ
2023-08-25,CASH-VAULT,CASH,GHS,16383732.55,,CASH-VAULT,GL-1010,16383732.55,ACC-HQ
2023-08-25,CASH-BOG,CASH,GHS,36286161.07,CP-BOG,CASH-BOG,GL-1020,36286161.07,ACC-HQ
2023-08-31,CASH-VAULT,CASH,GHS,16384152.60,,CASH-VAULT,GL-1010,16384152.60,ACC-HQ
2023-08-31,CASH-BOG,CASH,GHS,36284442.19,CP-BOG,CASH-BOG,GL-1020,36284442.19,ACC-HQ
2023-09-01,CASH-VAULT,CASH,GHS,16593890.51,,CASH-VAULT,GL-1010,16593890.51,ACC-HQ
2023-09-01,CASH-BOG,CASH,GHS,37851265.91,CP-BOG,CASH-BOG,GL-1020,37851265.91,ACC-HQ
2023-09-08,CASH-VAULT,CASH,GHS,15921691.67,,CASH-VAULT,GL-1010,15921691.67,ACC-HQ
2023-09-08,CASH-BOG,CASH,GHS,37445655.44,CP-BOG,CASH-BOG,GL-1020,37445655.44,ACC-HQ
2023-09-15,CASH-VAULT,CASH,GHS,16750306.43,,CASH-VAULT,GL-1010,16750306.43,ACC-HQ
2023-09-15,CASH-BOG,CASH,GHS,37095637.11,CP-BOG,CASH-BOG,GL-1020,37095637.11,ACC-HQ
2023-09-22,CASH-VAULT,CASH,GHS,16598065.77,,CASH-VAULT,GL-1010,16598065.77,ACC-HQ
2023-09-22,CASH-BOG,CASH,GHS,37862908.38,CP-BOG,CASH-BOG,GL-1020,37862908.38,ACC-HQ
2023-09-29,CASH-VAULT,CASH,GHS,16496261.62,,CASH-VAULT,GL-1010,16496261.62,ACC-HQ
2023-09-29,CASH-BOG,CASH,GHS,37584231.20,CP-BOG,CASH-BOG,GL-1020,37584231.20,ACC-HQ
2023-09-30,CASH-VAULT,CASH,GHS,16379299.75,,CASH-VAULT,GL-1010,16379299.75,ACC-HQ
2023-09-30,CASH-BOG,CASH,GHS,37372462.78,CP-BOG,CASH-BOG,GL-1020,37372462.78,ACC-HQ
2023-10-06,CASH-VAULT,CASH,GHS,16015574.09,,CASH-VAULT,GL-1010,16015574.09,ACC-HQ
2023-10-06,CASH-BOG,CASH,GHS,36494293.34,CP-BOG,CASH-BOG,GL-1020,36494293.34,ACC-HQ
2023-10-13,CASH-VAULT,CASH,GHS,15813841.00,,CASH-VAULT,GL-1010,15813841.00,ACC-HQ
2023-10-13,CASH-BOG,CASH,GHS,37134003.48,CP-BOG,CASH-BOG,GL-1020,37134003.48,ACC-HQ
2023-10-20,CASH-VAULT,CASH,GHS,16125648.69,,CASH-VAULT,GL-1010,16125648.69,ACC-HQ
2023-10-20,CASH-BOG,CASH,GHS,36741752.57,CP-BOG,CASH-BOG,GL-1020,36741752.57,ACC-HQ
2023-10-27,CASH-VAULT,CASH,GHS,15962718.80,,CASH-VAULT,GL-1010,15962718.80,ACC-HQ
2023-10-27,CASH-BOG,CASH,GHS,37522770.52,CP-BOG,CASH-BOG,GL-1020,37522770.52,ACC-HQ
2023-10-31,CASH-VAULT,CASH,GHS,16146708.16,,CASH-VAULT,GL-1010,16146708.16,ACC-HQ
2023-10-31,CASH-BOG,CASH,GHS,35741015.17,CP-BOG,CASH-BOG,GL-1020,35741015.17,ACC-HQ
2023-11-03,CASH-VAULT,CASH,GHS,15866024.71,,CASH-VAULT,GL-1010,15866024.71,ACC-HQ
2023-11-03,CASH-BOG,CASH,GHS,36211786.70,CP-BOG,CASH-BOG,GL-1020,36211786.70,ACC-HQ
2023-11-10,CASH-VAULT,CASH,GHS,16216942.61,,CASH-VAULT,GL-1010,16216942.61,ACC-HQ
2023-11-10,CASH-BOG,CASH,GHS,35897244.53,CP-BOG,CASH-BOG,GL-1020,35897244.53,ACC-HQ
2023-11-17,CASH-VAULT,CASH,GHS,16048514.34,,CASH-VAULT,GL-1010,16048514.34,ACC-HQ
2023-11-17,CASH-BOG,CASH,GHS,37731290.15,CP-BOG,CASH-BOG,GL-1020,37731290.15,ACC-HQ
2023-11-24,CASH-VAULT,CASH,GHS,16831254.82,,CASH-VAULT,GL-1010,16831254.82,ACC-HQ
2023-11-24,CASH-BOG,CASH,GHS,36173405.92,CP-BOG,CASH-BOG,GL-1020,36173405.92,ACC-HQ
2023-11-30,CASH-VAULT,CASH,GHS,16222754.73,,CASH-VAULT,GL-1010,16222754.73,ACC-HQ
2023-11-30,CASH-BOG,CASH,GHS,35910807.71,CP-BOG,CASH-BOG,GL-1020,35910807.71,ACC-HQ
2023-12-01,CASH-VAULT,CASH,GHS,16242278.99,,CASH-VAULT,GL-1010,16242278.99,ACC-HQ
2023-12-01,CASH-BOG,CASH,GHS,38174798.07,CP-BOG,CASH-BOG,GL-1020,38174798.07,ACC-HQ
2023-12-08,CASH-VAULT,CASH,GHS,16071458.59,,CASH-VAULT,GL-1010,16071458.59,ACC-HQ
2023-12-08,CASH-BOG,CASH,GHS,37792146.28,CP-BOG,CASH-BOG,GL-1020,37792146.28,ACC-HQ
2023-12-15,CASH-VAULT,CASH,GHS,16916479.70,,CASH-VAULT,GL-1010,16916479.70,ACC-HQ
2023-12-15,CASH-BOG,CASH,GHS,36349657.06,CP-BOG,CASH-BOG,GL-1020,36349657.06,ACC-HQ
2023-12-22,CASH-VAULT,CASH,GHS,16290121.91,,CASH-VAULT,GL-1010,16290121.91,ACC-HQ
2023-12-22,CASH-BOG,CASH,GHS,38294148.78,CP-BOG,CASH-BOG,GL-1020,38294148.78,ACC-HQ
2023-12-29,CASH-VAULT,CASH,GHS,16177303.90,,CASH-VAULT,GL-1010,16177303.90,ACC-HQ
2023-12-29,CASH-BOG,CASH,GHS,38048059.70,CP-BOG,CASH-BOG,GL-1020,38048059.70,ACC-HQ
2023-12-31,CASH-VAULT,CASH,GHS,16971318.55,,CASH-VAULT,GL-1010,16971318.55,ACC-HQ
2023-12-31,CASH-BOG,CASH,GHS,36459418.78,CP-BOG,CASH-BOG,GL-1020,36459418.78,ACC-HQ
2024-01-05,CASH-VAULT,CASH,GHS,16899142.76,,CASH-VAULT,GL-1010,16899142.76,ACC-HQ
2024-01-05,CASH-BOG,CASH,GHS,36305442.29,CP-BOG,CASH-BOG,GL-1020,36305442.29,ACC-HQ
2024-01-12,CASH-VAULT,CASH,GHS,16204801.34,,CASH-VAULT,GL-1010,16204801.34,ACC-HQ
2024-01-12,CASH-BOG,CASH,GHS,38100506.60,CP-BOG,CASH-BOG,GL-1020,38100506.60,ACC-HQ
2024-01-19,CASH-VAULT,CASH,GHS,17035166.94,,CASH-VAULT,GL-1010,17035166.94,ACC-HQ
2024-01-19,CASH-BOG,CASH,GHS,37730316.30,CP-BOG,CASH-BOG,GL-1020,37730316.30,ACC-HQ
2024-01-26,CASH-VAULT,CASH,GHS,16892888.48,,CASH-VAULT,GL-1010,16892888.48,ACC-HQ
2024-01-26,CASH-BOG,CASH,GHS,38532072.64,CP-BOG,CASH-BOG,GL-1020,38532072.64,ACC-HQ
2024-01-31,CASH-VAULT,CASH,GHS,16934210.49,,CASH-VAULT,GL-1010,16934210.49,ACC-HQ
2024-01-31,CASH-BOG,CASH,GHS,37500415.99,CP-BOG,CASH-BOG,GL-1020,37500415.99,ACC-HQ
2024-02-02,CASH-VAULT,CASH,GHS,16244746.34,,CASH-VAULT,GL-1010,16244746.34,ACC-HQ
