date,deposit_inflow_ghs,deposit_outflow_ghs,net_cashflow_ghs
2018-06-11,10113301.53,7988710.40,2124591.13
2018-06-12,10005536.52,8047235.95,1958300.57
2018-06-13,6366059.41,7138157.01,-772097.60
2018-06-14,5687005.37,6532888.31,-845882.94
2018-06-15,5440866.09,6128012.85,-687146.76
2018-06-16,6578260.77,7519137.31,-940876.54
2018-06-18,9116554.91,7284222.07,1832332.83
2018-06-19,5485166.83,6222242.51,-737075.68
2018-06-20,6553781.83,7449456.41,-895674.58
2018-06-21,11488589.40,9143397.82,2345191.58
2018-06-22,9222614.04,7410037.57,1812576.47
2018-06-23,5733864.30,6483818.20,-749953.90
2018-06-25,5196580.41,5861238.03,-664657.62
2018-06-26,7307225.36,8313727.30,-1006501.94
2018-06-27,10674556.54,8457623.72,2216932.82
2018-06-28,9429461.69,7554689.84,1874771.85
2018-06-29,5296187.84,6015015.06,-718827.22
2018-06-30,7224955.72,8179087.46,-954131.74
2018-07-02,9465853.31,7621364.07,1844489.24
2018-07-03,5049770.53,5734389.24,-684618.71
2018-07-04,7016239.78,7938655.82,-922416.03
2018-07-05,9217598.50,7388343.05,1829255.45
2018-07-06,11487237.82,9120221.97,2367015.85
2018-07-07,6551306.66,7428143.47,-876836.82
2018-07-09,9109763.21,7276326.32,1833436.89
2018-07-10,11571665.50,9239445.66,2332219.85
2018-07-11,6572094.50,7509359.00,-937264.50
2018-07-12,5434898.19,6119224.83,-684326.64
2018-07-13,8883446.37,7087732.36,1795714.01
2018-07-14,11252873.64,8969036.64,2283837.00
2018-07-16,10654946.00,8395730.70,2259215.29
2018-07-17,7222698.34,8156887.78,-934189.44
2018-07-18,5290232.79,5994082.34,-703849.56
2018-07-19,9422547.05,7546608.07,1875938.98
2018-07-20,10667477.86,8448877.97,2218599.89
2018-07-21,7301022.70,8303802.29,-1002779.59
2018-07-23,9674911.86,7772255.63,1902656.23
2018-07-24,10996811.99,8744977.09,2251834.91
2018-07-25,5694985.91,6541432.35,-846446.44
2018-07-26,6347195.40,7104990.47,-757795.07
2018-07-27,10237675.64,8245897.20,1991778.44
2018-07-28,10422198.24,8226017.68,2196180.57
2018-07-30,6389522.83,7201445.04,-811922.21
2018-07-31,10343705.67,8376163.06,1967542.60
2018-08-01,10334162.52,8126583.00,2207579.52
2018-08-02,5863899.72,6694415.09,-830515.37
2018-08-03,6663543.79,7507227.09,-843683.30
2018-08-04,6376222.71,7287495.78,-911273.07
2018-08-06,10561486.91,8527893.69,2033593.23
2018-08-07,9557754.58,7476574.81,2081179.77
2018-08-08,6296217.40,7158271.90,-862054.50
2018-08-09,6183663.09,6977015.10,-793352.00
2018-08-10,10595570.04,8596272.78,1999297.26
2018-08-11,9539423.58,7439452.06,2099971.51
2018-08-13,5937663.68,6715530.04,-777866.36
2018-08-14,7014926.57,7941210.97,-926284.39
2018-08-15,5021724.50,5695645.49,-673920.98
2018-08-16,9685544.11,7809335.04,1876209.08
2018-08-17,10969407.34,8657997.19,2311410.15
2018-08-18,7032910.58,8001988.47,-969077.89
2018-08-20,9752507.94,7817473.71,1935034.24
2018-08-21,10922230.73,8681837.55,2240393.18
2018-08-22,7242552.03,8244335.39,-1001783.36
2018-08-23,5272000.10,5955263.85,-683263.75
2018-08-24,6813340.47,7722405.58,-909065.12
2018-08-25,5651680.01,6385711.33,-734031.32
2018-08-27,11225222.40,8880894.76,2344327.64
2018-08-28,6772488.71,7718121.62,-945632.91
2018-08-29,5710397.71,6423198.52,-712800.81
2018-08-30,8892996.66,7074533.78,1818462.88
2018-08-31,11251237.14,8969305.27,2281931.87
2018-09-01,6571387.93,7512104.45,-940716.52
2018-09-03,5880441.11,6640059.65,-759618.54
2018-09-04,6137683.68,6992431.83,-854748.15
2018-09-05,9812994.69,7661556.78,2151437.90
2018-09-06,10880577.16,8858240.20,2022336.96
2018-09-07,5932700.92,6660641.88,-727940.97
2018-09-08,6094619.76,6972269.76,-877650.00
2018-09-10,10869120.12,8783534.34,2085585.78
2018-09-11,6134432.31,6891119.67,-756687.35
2018-09-12,6342957.10,7256890.55,-913933.45
2018-09-13,6605679.26,7430487.74,-824808.48
2018-09-14,5889957.42,6721902.79,-831945.37
2018-09-15,10121357.85,7928000.34,2193357.51
2018-09-17,6600552.49,7385532.43,-784979.94
2018-09-18,5902027.27,6761418.22,-859390.95
2018-09-19,10072187.81,7935959.15,2136228.66
2018-09-20,10032249.02,8055050.66,1977198.36
2018-09-21,6398299.07,7177855.69,-779556.62
2018-09-22,5662616.10,6511073.73,-848457.64
2018-09-24,6604531.65,7542306.65,-937774.99
2018-09-25,11539939.50,9208127.51,2331811.99
2018-09-26,9147865.39,7306492.04,1841373.35
2018-09-27,5503880.34,6229912.65,-726032.31
2018-09-28,6518865.04,7395280.51,-876415.47
2018-09-29,11518970.89,9151405.35,2367565.55
2018-10-01,5708726.24,6460724.17,-751997.93
2018-10-02,6786868.35,7695062.78,-908194.43
2018-10-03,5220496.49,5883289.06,-662792.57
2018-10-04,7275396.64,8273286.75,-997890.11
2018-10-05,10708168.90,8480964.33,2227204.56
2018-10-06,9391652.10,7517120.65,1874531.45
2018-10-08,7248331.04,8187268.76,-938937.72
2018-10-09,10614250.94,8363728.82,2250522.12
2018-10-10,9491531.49,7628817.15,1862714.34
2018-10-11,5079453.68,5771040.02,-691586.34
2018-10-12,6988968.68,7914664.77,-925696.09
2018-10-13,9192147.73,7380838.00,1811309.72
2018-10-15,6529438.90,7420524.83,-891085.93
2018-10-16,5515702.44,6253772.71,-738070.28
2018-10-17,9147027.13,7313279.42,1833747.71
2018-10-18,11536886.59,9215215.95,2321670.65
2018-10-19,6602611.46,7548210.16,-945598.70
2018-10-20,5410326.95,6096566.45,-686239.50
2018-10-22,11283036.24,8976959.60,2306076.64
2018-10-23,9504295.10,7651969.44,1852325.67
2018-10-24,10625731.92,8387939.00,2237792.92
2018-10-25,7258923.38,8213326.10,-954402.71
2018-10-26,5272170.70,5986795.33,-714624.64
2018-10-27,9391016.82,7524167.61,1866849.21
2018-10-29,7273254.76,8279400.54,-1006145.78
2018-10-30,5220603.02,5889316.21,-668713.19
2018-10-31,9700752.95,7779782.37,1920970.58
2018-11-01,10954586.95,8689870.69,2264716.25
2018-11-02,11230070.45,8905427.36,2324643.09
2018-11-03,8912113.78,7131430.61,1780683.17
2018-11-05,6752162.32,7654365.05,-902202.73
2018-11-06,11245967.90,8944590.62,2301377.29
2018-11-07,8874945.91,7066430.91,1808515.00
2018-11-08,5631272.25,6327101.20,-695828.95
2018-11-09,6833257.93,7786235.06,-952977.12
2018-11-10,11574400.71,9248165.06,2326235.65
2018-11-12,10901120.70,8618984.32,2282136.38
2018-11-13,9771426.65,7877127.93,1894298.73
2018-11-14,5046439.06,5732564.42,-686125.36
2018-11-15,7012530.06,7937221.24,-924691.18
2018-11-16,10990108.75,8720921.53,2269187.22
2018-11-17,9666145.48,7749834.31,1916311.17
2018-11-19,7034885.61,8005797.92,-970912.31
2018-11-20,10670124.91,8457192.88,2212932.03
2018-11-21,9425163.94,7553771.60,1871392.34
2018-11-22,9560265.40,7497848.30,2062417.10
2018-11-23,10576797.89,8533939.37,2042858.53
2018-11-24,6163816.82,6916344.48,-752527.66
2018-11-26,9537341.81,7418332.21,2119009.59
2018-11-27,10580747.82,8590300.23,1990447.59
2018-11-28,6104070.24,6879572.45,-775502.21
2018-11-29,6356448.35,7225592.71,-869144.36
2018-11-30,9853566.62,7698968.89,2154597.73
2018-12-01,10851372.22,8834957.92,2016414.30
2018-12-03,10324870.73,8314587.07,2010283.66
2018-12-04,6369742.08,7140002.98,-770260.90
2018-12-05,5690377.87,6534308.44,-843930.57
2018-12-06,10401639.12,8165003.74,2236635.39
2018-12-07,10256997.06,8307293.03,1949704.03
2018-12-08,6367463.74,7166507.98,-799044.24
2018-12-10,10093164.02,7905980.55,2187183.47
2018-12-11,10014947.36,8103494.57,1911452.79
2018-12-12,9471437.35,7569119.21,1902318.14
2018-12-13,10636462.78,8426652.75,2209810.03
2018-12-14,7269721.48,8253903.29,-984181.81
2018-12-15,5239221.47,5905194.87,-665973.40
2018-12-17,10686441.42,8417943.05,2268498.37
2018-12-18,7254488.11,8206751.03,-952262.92
2018-12-19,5241850.59,5941188.60,-699338.01
2018-12-20,9734255.38,7863863.90,1870391.48
2018-12-21,10944102.79,8650597.64,2293505.14
2018-12-22,9159354.42,7299435.29,1859919.13
2018-12-24,6540066.75,7459095.27,-919028.52
2018-12-25,5483001.43,6171119.64,-688118.21
2018-12-26,9168434.11,7365281.06,1803153.05
2018-12-27,11518022.37,9142495.38,2375526.99
2018-12-28,6583812.03,7478395.83,-894583.80
2018-12-29,5431639.82,6149220.29,-717580.47
2018-12-31,11272650.51,8937084.11,2335566.39
2019-01-01,10052294.04,8116656.34,1935637.69
2019-01-02,10050148.08,7874985.53,2175162.54
2019-01-03,5881051.16,6700324.81,-819273.65
2019-01-04,6621242.88,7448859.51,-827616.63
2019-01-05,9951505.40,8002310.96,1949194.43
2019-01-07,5910457.95,6782872.90,-872414.95
2019-01-08,6584585.48,7367067.37,-782481.89
2019-01-09,10278284.72,8299803.68,1978481.04
2019-01-10,10388936.58,8217939.07,2170997.51
2019-01-11,10889027.55,8847764.86,2041262.69
2019-01-12,9811331.51,7668498.58,2142832.92
2019-01-14,5953529.90,6721358.17,-767828.27
2019-01-15,10860269.55,8793914.78,2066354.77
2019-01-16,9834504.81,7721635.35,2112869.46
2019-01-17,6158255.02,7054439.55,-896184.54
2019-01-18,5859190.43,6579445.05,-720254.62
2019-01-19,10529691.33,8519060.84,2010630.49
2019-01-21,6584269.68,7373695.09,-789425.41
2019-01-22,5908826.40,6788648.48,-879822.08
2019-01-23,10140153.67,7995771.15,2144382.52
2019-01-24,9950660.93,8009616.76,1941044.16
2019-01-25,6633343.37,7474312.48,-840969.11
2019-01-26,5891335.07,6724373.20,-833038.13
2019-01-28,10064954.91,8140251.26,1924703.65
2019-01-29,6419340.81,7233881.49,-814540.68
2019-01-30,5643219.38,6445317.24,-802097.86
2019-01-31,5859291.19,6586044.96,-726753.77
2019-02-01,6156379.79,7060075.78,-903695.99
2019-02-02,9831762.87,7728174.44,2103588.43
2019-02-04,5965561.37,6745983.89,-780422.52
2019-02-05,6083885.08,6934653.61,-850768.54
2019-02-06,9822519.55,7691570.74,2130948.82
2019-02-07,10902065.62,8872455.73,2029609.89
2019-02-08,6155168.92,6945902.09,-790733.17
2019-02-09,6323784.02,7188259.64,-864475.62
2019-02-11,8948774.88,7167908.85,1780866.02
2019-02-12,5705267.35,6458939.17,-753671.82
2019-02-13,6783268.26,7693702.23,-910433.97
2019-02-14,11288768.65,9000544.95,2288223.69
2019-02-15,8850248.24,7059118.89,1791129.36
2019-02-16,5668302.08,6380308.61,-712006.54
2019-02-18,11535273.18,9207619.75,2327653.43
2019-02-19,9143570.65,7305531.50,1838039.15
2019-02-20,10939233.60,8658145.71,2281087.89
2019-02-21,9739289.03,7854207.57,1885081.46
2019-02-22,5076134.69,5769254.68,-693119.99
2019-02-23,6985344.72,7913300.48,-927955.76
2019-02-25,9710570.47,7803258.66,1907311.81
2019-02-26,4983723.48,5632408.49,-648685.01
2019-02-27,7070344.04,8061575.93,-991231.89
2019-02-28,10703704.20,8480477.50,2223226.71
2019-03-01,9387268.13,7516138.16,1871129.97
2019-03-02,9528564.70,7475913.16,2052651.53
2019-03-04,6137988.73,6892884.94,-754896.21
2019-03-05,6346441.96,7258264.13,-911822.17
2019-03-06,9577358.79,7469260.72,2108098.06
2019-03-07,10553370.34,8582338.80,1971031.55
2019-03-08,6142117.69,6934813.88,-792696.19
2019-03-09,6334752.05,7217920.90,-883168.85
2019-03-11,10885224.58,8859220.28,2026004.30
2019-03-12,10392518.94,8225859.49,2166659.45
2019-03-13,10291768.04,8291027.44,2000740.60
2019-03-14,6401952.94,7179650.16,-777697.23
2019-03-15,5665897.09,6512423.11,-846526.03
2019-03-16,10372799.34,8157379.84,2215419.51
2019-03-18,6347168.95,7158443.96,-811275.01
2019-03-19,5708360.04,6533384.47,-825024.43
2019-03-20,10125722.35,7928502.31,2197220.04
2019-03-21,9976468.93,8064787.15,1911681.78
2019-03-22,9445831.60,7561692.86,1884138.74
2019-03-23,10678438.49,8480981.32,2197457.17
2019-03-25,5275348.16,5957045.51,-681697.35
2019-03-26,9449937.63,7614401.61,1835536.01
2019-03-27,10652857.62,8394686.65,2258170.97
2019-03-28,7286330.67,8247047.99,-960717.32
2019-03-29,5217906.79,5919050.33,-701143.54
2019-03-30,9689952.63,7810297.73,1879654.90
2019-04-01,9202557.06,7351178.31,1851378.76
2019-04-02,11510891.06,9209098.53,2301792.53
2019-04-03,6574901.13,7513466.99,-938565.86
2019-04-04,5464359.91,6163475.23,-699115.32
2019-04-05,9137096.35,7342924.86,1794171.49
2019-04-06,11557072.01,9182832.71,2374239.31
2019-04-08,5462129.48,6186819.92,-724690.44
2019-04-09,8898807.97,7124350.81,1774457.16
2019-04-10,11229801.71,8881383.58,2348418.13
2019-04-11,10025493.50,8108810.95,1916682.55
2019-04-12,10091328.23,7927538.16,2163790.07
2019-04-13,5860526.61,6693038.11,-832511.50
2019-04-15,9990112.24,8040944.35,1949167.89
2019-04-16,10110383.24,7966550.96,2143832.28
2019-04-17,5939630.96,6820040.84,-880409.88
2019-04-18,6557755.60,7342720.66,-784965.06
2019-04-19,10233156.44,8244920.28,1988236.16
2019-04-20,10417755.28,8225527.25,2192228.03
2019-04-22,9783459.92,7661043.69,2122416.23
2019-04-23,6107552.47,6962899.00,-855346.53
2019-04-24,5934121.70,6713731.51,-779609.81
2019-04-25,10826480.82,8769792.58,2056688.24
2019-04-26,9870818.17,7758759.39,2112058.78
2019-04-27,6132714.20,7031718.39,-899004.19
2019-04-29,10556875.46,8526924.32,2029951.14
2019-04-30,9553518.37,7476074.84,2077443.53
2019-05-01,6551506.28,7333429.58,-781923.31
2019-05-02,5933748.92,6810811.11,-877062.19
2019-05-03,10103372.90,7958095.17,2145277.73
2019-05-04,9983318.65,8032899.56,1950419.09
2019-05-06,5857760.62,6672551.66,-814791.04
2019-05-07,10089709.14,7905879.32,2183829.82
2019-05-08,10020486.38,8085955.51,1934530.88
2019-05-09,6392851.99,7209771.72,-816919.73
2019-05-10,5672052.37,6481800.54,-809748.17
2019-05-11,5884551.79,6609107.31,-724555.52
2019-05-13,9864026.77,7750504.41,2113522.35
2019-05-14,10819288.63,8761262.06,2058026.57
2019-05-15,5928174.59,6691583.44,-763408.86
2019-05-16,6105028.03,6942274.12,-837246.09
2019-05-17,9781809.56,7639795.28,2142014.28
2019-05-18,10929999.68,8880468.51,2049531.17
2019-05-20,6297860.25,7165276.42,-867416.17
2019-05-21,11214395.14,8952805.81,2261589.33
2019-05-22,8928539.16,7117307.67,1811231.49
2019-05-23,5684945.54,6406170.97,-721225.43
2019-05-24,6802036.41,7764009.58,-961973.17
2019-05-25,11270531.46,8929126.67,2341404.79
2019-05-27,5689184.25,6433405.75,-744221.50
2019-05-28,6792257.69,7708053.80,-915796.10
2019-05-29,11515942.46,9134442.36,2381500.10
2019-05-30,9165267.19,7357757.28,1807509.91
2019-05-31,10957991.68,8728555.30,2229436.38
2019-06-01,9718923.71,7801285.12,1917638.59
2019-06-03,7004211.62,7984656.21,-980444.58
2019-06-04,10942110.64,8642809.59,2299301.05
2019-06-05,9731182.55,7856185.50,1874997.05
2019-06-06,5004460.82,5682840.42,-678379.60
2019-06-07,7052091.40,7990273.72,-938182.32
2019-06-08,10684227.88,8410139.05,2274088.83
2019-06-10,9514190.82,7425404.86,2088785.96
2019-06-11,10642602.34,8645136.09,1997466.25
2019-06-12,6164314.55,6963050.73,-798736.19
2019-06-13,6331972.45,7205365.85,-873393.40
2019-06-14,9591456.90,7519938.04,2071518.85
2019-06-15,10526512.99,8511011.43,2015501.56
2019-06-17,6348936.28,7270872.26,-921935.99
2019-06-18,9832392.77,7714227.65,2118165.12
2019-06-19,10857333.35,8785923.18,2071410.17
2019-06-20,10378059.23,8172843.70,2205215.53
2019-06-21,10318136.61,8361360.02,1956776.59
2019-06-22,6428419.24,7251149.08,-822729.84
2019-06-24,10386773.20,8210228.06,2176545.14
2019-06-25,10275303.70,8291985.31,1983318.39
2019-06-26,6320355.34,7087273.02,-766917.69
2019-06-27,5722467.84,6583961.99,-861494.15
2019-06-28,10140954.11,7981613.66,2159340.44
2019-06-29,9948383.35,7994566.91,1953816.44
2019-07-01,10658661.08,8410640.77,2248020.31
2019-07-02,7226574.73,8172495.78,-945921.04
2019-07-03,5296532.33,6009287.20,-712754.87
2019-07-04,9428089.92,7561210.00,1866879.92
2019-07-05,10672224.34,8464942.06,2207282.28
2019-07-06,7305618.23,8320550.66,-1014932.43
2019-07-08,9669333.30,7757539.34,1911793.96
2019-07-09,10992151.25,8728790.97,2263360.29
2019-07-10,9224010.54,7403572.40,1820438.14
2019-07-11,11491003.80,9135798.62,2355205.18
2019-07-12,6555132.22,7443024.94,-887892.72
2019-07-13,5485718.14,6216629.75,-730911.61
2019-07-15,11576374.08,9256219.58,2320154.50
2019-07-16,6576727.78,7525449.49,-948721.71
2019-07-17,5440552.94,6133797.58,-693244.64
2019-07-18,8877935.87,7073680.71,1804255.16
2019-07-19,11248145.09,8952633.20,2295511.89
2019-07-20,9998174.33,8038646.47,1959527.86
2019-07-22,5875860.90,6745214.11,-869353.22
2019-07-23,6632632.40,7432154.54,-799522.14
2019-07-24,10018104.35,8111362.64,1906741.71
2019-07-25,10095229.28,7913477.78,2181751.50
2019-07-26,5924591.41,6767622.65,-843031.24
2019-07-27,6585655.61,7416101.25,-830445.65
2019-07-29,10403770.19,8172619.87,2231150.32
2019-07-30,10907420.44,8830994.11,2076426.33
2019-07-31,9799011.43,7713334.53,2085676.89
2019-08-01,6123000.92,7016119.62,-893118.71
2019-08-02,5906757.73,6643400.32,-736642.59
2019-08-03,10854336.14,8843017.21,2011318.92
2019-08-05,6117771.21,6978746.68,-860975.47
2019-08-06,5918441.89,6688447.96,-770006.08
2019-08-07,10583831.67,8598307.58,1985524.10
2019-08-08,9539347.42,7425554.53,2113792.89
2019-08-09,6572242.99,7389263.96,-817020.97
2019-08-10,5915387.28,6744569.66,-829182.38
2019-08-12,10003955.90,8086537.80,1917418.11
2019-08-13,6633814.82,7426415.67,-792600.85
2019-08-14,5876721.77,6738813.05,-862091.29
2019-08-15,10108553.90,7973231.42,2135322.48
2019-08-16,10000071.16,8032289.35,1967781.81
2019-08-17,6371668.66,7153691.42,-782022.75
2019-08-19,5905460.99,6662913.41,-757452.42
2019-08-20,6108358.84,6955171.78,-846812.94
2019-08-21,9845675.37,7684148.61,2161526.76
2019-08-22,10840069.40,8817266.56,2022802.84
2019-08-23,5907802.66,6638070.38,-730267.72
2019-08-24,6123881.16,7009523.27,-885642.11
2019-08-26,10909766.67,8824490.01,2085276.66
2019-08-27,6165678.57,6929712.99,-764034.42
2019-08-28,6317654.95,7234587.42,-916932.47
2019-08-29,11244585.54,8960850.83,2283734.71
2019-08-30,8885693.85,7066290.84,1819403.01
2019-08-31,5703813.48,6413654.46,-709840.98
2019-09-02,11231936.04,8889336.02,2342600.03
2019-09-03,8901705.27,7131571.47,1770133.80
2019-09-04,5658123.44,6395083.00,-736959.56
2019-09-05,6819110.98,7731698.74,-912587.77
2019-09-06,11559144.22,9190922.08,2368222.14
2019-09-07,9140246.41,7350426.30,1789820.11
2019-09-09,9745183.54,7808987.99,1936195.55
2019-09-10,5020064.97,5667591.10,-647526.12
2019-09-11,7027056.30,7992526.68,-965470.38
2019-09-12,10975974.59,8666284.26,2309690.33
2019-09-13,9693043.49,7817971.16,1875072.33
2019-09-14,5028169.08,5704909.49,-676740.41
2019-09-16,10655054.88,8402468.00,2252586.88
2019-09-17,9452904.83,7621927.25,1830977.57
2019-09-18,9541439.78,7432630.45,2108809.33
2019-09-19,10597227.90,8589267.43,2007960.47
2019-09-20,6184378.87,6971057.52,-786678.65
2019-09-21,6297494.15,7151972.21,-854478.06
2019-09-23,10560059.01,8534966.03,2025092.98
2019-09-24,6083274.49,6825182.04,-741907.55
2019-09-25,6374749.20,7293704.12,-918954.92
2019-09-26,9872923.33,7766202.15,2106721.18
2019-09-27,10829399.23,8777760.40,2051638.84
2019-09-28,10336440.91,8119496.06,2216944.85
2019-09-30,6390130.81,7195175.62,-805044.81
2019-10-01,5671546.12,6469191.43,-797645.31
2019-10-02,10419926.71,8233230.87,2186695.84
2019-10-03,10236154.02,8252733.67,1983420.35
2019-10-04,6346505.21,7111003.77,-764498.56
2019-10-05,5693790.52,6547450.45,-853659.93
2019-10-07,9993228.09,8048723.42,1944504.68
2019-10-08,9498924.81,7637326.85,1861597.96
2019-10-09,10620810.78,8371917.32,2248893.46
2019-10-10,7254164.67,8196652.43,-942487.76
2019-10-11,5266583.62,5972298.02,-705714.40
2019-10-12,9384336.51,7508734.33,1875602.18
2019-10-14,7269550.01,8263755.23,-994205.22
2019-10-15,5214131.36,5874155.74,-660024.38
2019-10-16,9707399.55,7795548.21,1911851.34
2019-10-17,10958226.21,8705175.21,2253050.99
2019-10-18,9186671.36,7366370.54,1820300.82
2019-10-19,11525804.47,9160000.93,2365803.53
2019-10-21,5510220.42,6239159.30,-728938.88
2019-10-22,9140441.25,7298093.78,1842347.47
2019-10-23,11533293.08,9199601.59,2333691.48
2019-10-24,6598948.39,7533258.28,-934309.89
2019-10-25,5403760.07,6081105.41,-677345.35
2019-10-26,8847262.76,7051862.69,1795400.07
2019-10-28,10030723.66,8061817.72,1968905.94
2019-10-29,10070037.98,7943019.07,2127018.91
2019-10-30,5900826.83,6767536.08,-866709.25
2019-10-31,6599759.08,7391672.66,-791913.58
2019-11-01,9973306.88,8056954.55,1916352.33
2019-11-02,10123641.37,7920982.86,2202658.51
2019-11-04,6606291.77,7424119.39,-817827.62
2019-11-05,10299120.90,8354532.28,1944588.62
2019-11-06,10370675.10,8149756.20,2220918.90
2019-11-07,10867584.72,8790731.92,2076852.80
2019-11-08,9831114.38,7735607.81,2095506.57
2019-11-09,6093263.53,6978323.04,-885059.51
2019-11-11,10882243.96,8851137.33,2031106.63
2019-11-12,9815117.00,7654609.94,2160507.06
2019-11-13,6138970.08,6986202.96,-847232.88
2019-11-14,5881040.01,6634256.14,-753216.13
2019-11-15,10550292.76,8574323.87,1975968.89
2019-11-16,9575367.74,7462032.09,2113335.65
2019-11-18,5894595.08,6737124.02,-842528.94
2019-11-19,10126053.10,7943437.37,2182615.73
2019-11-20,9977484.62,8078803.47,1898681.15
2019-11-21,6607094.90,7402285.84,-795190.94
2019-11-22,5905851.22,6775821.25,-869970.03
2019-11-23,10075966.09,7950625.16,2125340.92
2019-11-25,6391908.98,7161557.01,-769648.03
2019-11-26,5658747.64,6496927.51,-838179.87
2019-11-27,5886067.92,6655076.40,-769008.48
2019-11-28,6142266.52,7007843.17,-865576.65
2019-11-29,9817743.97,7676750.78,2140993.19
2019-11-30,10885983.18,8873861.36,2012121.81
2019-12-02,6098508.80,6986966.74,-888457.94
2019-12-03,9837028.15,7743134.19,2093893.96
2019-12-04,10875776.43,8800259.99,2075516.44
2019-12-05,6127949.78,6874953.05,-747003.27
2019-12-06,6339179.69,7242171.11,-902991.41
2019-12-07,11244071.48,8952626.28,2291445.20
2019-12-09,5630384.46,6332372.24,-701987.78
2019-12-10,6832128.80,7793203.51,-961074.71
2019-12-11,11231845.60,8897430.08,2334415.52
2019-12-12,8913867.91,7125474.02,1788393.89
2019-12-13,5731323.83,6476635.92,-745312.09
2019-12-14,6753165.18,7647456.05,-894290.87
2019-12-16,9219116.78,7402146.45,1816970.34
2019-12-17,10988289.82,8728855.32,2259434.50
2019-12-18,9664278.56,7756050.31,1908228.25
2019-12-19,5000405.81,5644568.30,-644162.49
2019-12-20,7033742.10,8012879.55,-979137.45
2019-12-21,10902875.62,8611126.34,2291749.28
2019-12-23,5047214.25,5727550.94,-680336.69
2019-12-24,7013616.93,7930189.94,-916573.01
2019-12-25,10654716.09,8410608.32,2244107.77
2019-12-26,9462343.82,7613353.13,1848990.69
2019-12-27,9543121.92,7425590.60,2117531.32
2019-12-28,10588858.49,8599695.61,1989162.89
2019-12-30,6361654.55,7234138.01,-872483.46
2019-12-31,9554476.15,7490525.86,2063950.28
2020-01-01,10568679.71,8524608.05,2044071.67
2020-01-02,6156703.54,6906153.34,-749449.80
2020-01-03,6311214.55,7211559.79,-900345.24
2020-01-04,9802703.46,7713329.29,2089374.17
2020-01-06,10407537.17,8172586.08,2234951.09
2020-01-07,10265072.43,8316562.66,1948509.78
2020-01-08,6374661.61,7176873.89,-802212.28
2020-01-09,5680381.09,6490492.23,-810111.14
2020-01-10,10349190.79,8179929.21,2169261.58
2020-01-11,10316841.81,8305365.47,2011476.34
2020-01-13,5685286.12,6526021.98,-840735.85
2020-01-14,10110637.18,7980700.06,2129937.11
2020-01-15,10003097.06,8039983.41,1963113.65
2020-01-16,9412875.93,7569605.12,1843270.80
2020-01-17,10689323.79,8411127.66,2278196.13
2020-01-18,7256604.50,8200594.83,-943990.33
2020-01-20,9470655.47,7576210.97,1894444.50
2020-01-21,10633642.57,8433456.10,2200186.46
2020-01-22,7267647.17,8260079.51,-992432.34
2020-01-23,5239222.86,5911193.25,-671970.39
2020-01-24,9722838.79,7801770.66,1921068.13
2020-01-25,10963018.17,8729521.67,2233496.50
2020-01-27,11521047.80,9135373.68,2385674.12
2020-01-28,6585717.27,7472530.38,-886813.11
2020-01-29,5431652.69,6143098.74,-711446.05
2020-01-30,9158660.57,7306398.74,1852261.83
2020-01-31,11538320.59,9224263.55,2314057.04
2020-02-01,6538163.49,7464932.05,-926768.56
2020-02-03,8932165.76,7117720.20,1814445.56
2020-02-04,11219570.20,8953820.35,2265749.85
2020-02-05,9944602.91,7994161.40,1950441.51
2020-02-06,10135990.59,7980652.58,2155338.01
2020-02-07,5904533.17,6773596.23,-869063.06
2020-02-08,6578249.22,7357632.50,-779383.27
2020-02-10,10057132.22,7883414.87,2173717.35
2020-02-11,5887034.23,6709600.98,-822566.75
2020-02-12,6627510.89,7458290.52,-830779.63
2020-02-13,10314118.84,8360875.46,1953243.38
2020-02-14,10373164.11,8171908.38,2201255.73
2020-02-15,10853178.26,8785429.34,2067748.92
2020-02-17,6152285.24,7045038.13,-892752.89
2020-02-18,5852980.37,6570324.82,-717344.44
2020-02-19,10895982.26,8856225.72,2039756.55
2020-02-20,9818294.15,7676828.29,2141465.86
2020-02-21,6079655.12,6919785.83,-840130.71
2020-02-22,5959627.90,6730472.30,-770844.40
2020-02-24,9509388.06,7424418.99,2084969.07
2020-02-25,6627144.68,7464940.34,-837795.66
2020-02-26,5885415.08,6715148.89,-829733.80
2020-02-27,10054516.73,7889934.83,2164581.90
2020-02-28,10058045.63,8132018.43,1926027.20
2020-02-29,6590537.92,7383072.22,-792534.31
2020-03-02,10147159.92,8004287.28,2142872.64
2020-03-03,9957621.29,8017832.51,1939788.79
2020-03-04,6317273.72,7079325.58,-762051.86
2020-03-05,5720440.15,6576741.24,-856301.09
2020-03-06,5959529.67,6736925.68,-777396.00
2020-03-07,6077882.48,6925313.15,-847430.66
2020-03-09,10895049.59,8863925.74,2031123.85
2020-03-10,5865435.33,6595109.54,-729674.21
2020-03-11,6162284.88,7069424.10,-907139.22
2020-03-12,9838664.67,7736553.32,2102111.34
2020-03-13,10866476.74,8810186.39,2056290.36
2020-03-14,6112160.01,6856594.19,-744434.18
2020-03-16,11282693.25,8992553.59,2290139.66
2020-03-17,8842403.70,7050408.92,1791994.78
2020-03-18,5661332.69,6370385.49,-709052.79
2020-03-19,6805442.95,7769706.82,-964263.87
2020-03-20,11201939.74,8889537.38,2312402.37
2020-03-21,8956517.88,7176630.10,1779887.78
