# Sample Bank onboarding dataset — tariff_schedule (docs/data_engine/datasets/tariff_schedule.md).
# One row per official BSD15A / BSD15B tariff cell (form, sheet, row_key); charge_value is what the
# bank prints in that cell: text on DOMESTIC / INTL, a cedi amount on RANGE. Illustrative 2026 tariff-guide
# values for a Ghanaian universal bank; effective 2026-01-01. Not real bank data.
form,sheet,row_key,label,charge_value,charge_basis,min_ghs,max_ghs,currency,effective_from,notes
BSD15A,RANGE,C3.3,Maintenance fee,50,flat,,,GHS,2026-01-01,Corporate Current — monthly maintenance
BSD15A,RANGE,C3.4,Transaction fee per non clearing debit,1,flat,,,GHS,2026-01-01,Corporate Current — per non-clearing debit
BSD15A,RANGE,C3.5,Cash Machine withdrawal fee,1,flat,,,GHS,2026-01-01,Corporate Current — own-ATM withdrawal fee
BSD15A,RANGE,C3.6,Transaction fee,10,flat,,,GHS,2026-01-01,Corporate Current — penal transaction fee when below minimum balance
BSD15A,RANGE,C3.7,COT Applicable,1,flat,,,GHS,2026-01-01,"Corporate Current — COT applicable (1 = Yes; GHS 1.00 per GHS 1,000 debit turnover)"
BSD15A,RANGE,C3.8,Dormant Account Maintenance Fee,25,flat,,,GHS,2026-01-01,Corporate Current — dormant account monthly fee
BSD15A,RANGE,FX.2,Initial Deposit,100,flat,,,GHS,2026-01-01,"Foreign Currency Account (FCA) — initial deposit, USD equivalent"
BSD15A,RANGE,FX.3,Minimum Operating Balance,50,flat,,,GHS,2026-01-01,"FCA — minimum operating balance, USD equivalent"
BSD15A,RANGE,FX.4,Interest Payable,0.5,flat,,,GHS,2026-01-01,"FCA — interest payable, % p.a. on balances above USD 5,000"
BSD15A,RANGE,FX.5,Maintenance charges,5,flat,,,GHS,2026-01-01,"FCA — monthly maintenance, USD equivalent"
BSD15A,RANGE,FX.7,Initial Deposit,100,flat,,,GHS,2026-01-01,"Foreign Exchange Account (FEA) — initial deposit, USD equivalent"
BSD15A,RANGE,FX.8,Minimum Operating Balance,50,flat,,,GHS,2026-01-01,"FEA — minimum operating balance, USD equivalent"
BSD15A,RANGE,FX.9,Interest Payable,0.25,flat,,,GHS,2026-01-01,"FEA — interest payable, % p.a. on balances above USD 5,000"
BSD15A,RANGE,FX.10,Maintenance charges,5,flat,,,GHS,2026-01-01,"FEA — monthly maintenance, USD equivalent"
BSD15B,INTL,1.1,Establishment Commission,"0.50% per quarter of value, min GHS 300 (or part thereof)",percent,300,,GHS,2026-01-01,
BSD15B,INTL,1.2,Minimum,GHS 300.00,flat,300,,GHS,2026-01-01,
BSD15B,INTL,1.3,<3months,"0.50% of value, min GHS 300 (tenor < 3 months)",percent,300,,GHS,2026-01-01,
BSD15B,INTL,1.4,3-6months,"0.75% of value, min GHS 300 (tenor 3–6 months)",percent,300,,GHS,2026-01-01,
BSD15B,INTL,1.5,6-9months,"1.00% of value, min GHS 300 (tenor 6–9 months)",percent,300,,GHS,2026-01-01,
BSD15B,INTL,1.6,Over 9 months,"1.25% of value, min GHS 300 (tenor over 9 months)",percent,300,,GHS,2026-01-01,
BSD15B,INTL,1.7,Minimum,GHS 300.00,flat,300,,GHS,2026-01-01,
BSD15B,INTL,1.8,60 days,"0.75% of value, min GHS 300 (60-day deferred payment)",percent,300,,GHS,2026-01-01,
BSD15B,INTL,1.9,Arrangement fee,GHS 300.00 arrangement fee,flat,300,300,GHS,2026-01-01,
BSD15B,INTL,1.10,90 days,"1.00% of value, min GHS 300 (90-day deferred payment)",percent,300,,GHS,2026-01-01,
BSD15B,INTL,1.11,Arrangement fee,GHS 300.00 arrangement fee,flat,300,300,GHS,2026-01-01,
BSD15B,INTL,1.12,120 days,"1.25% of value, min GHS 300 (120-day deferred payment)",percent,300,,GHS,2026-01-01,
BSD15B,INTL,1.13,150 days,"1.50% of value, min GHS 300 (150-day deferred payment)",percent,300,,GHS,2026-01-01,
BSD15B,INTL,1.14,180 days,"1.75% of value, min GHS 300 (180-day deferred payment)",percent,300,,GHS,2026-01-01,
BSD15B,INTL,1.15,Arrangement fee,GHS 500.00 arrangement fee,flat,500,500,GHS,2026-01-01,
BSD15B,INTL,1.16,Presentation under L/C Drawings,"0.25% of value, min GHS 200 (per presentation)",percent,200,,GHS,2026-01-01,
BSD15B,INTL,1.17,Minimum,GHS 200.00,flat,200,,GHS,2026-01-01,
BSD15B,INTL,1.18,Increase in Amount,"0.50% per quarter of value, min GHS 300 (on the increase)",percent,300,,GHS,2026-01-01,
BSD15B,INTL,1.19,Extention of period,"0.50% of value, min GHS 300 (per quarter or part thereof)",percent,300,,GHS,2026-01-01,
BSD15B,INTL,1.20,Extention of period- another quarter,"0.50% of value, min GHS 300 (each further quarter)",percent,300,,GHS,2026-01-01,
BSD15B,INTL,1.21,Discrepancy,USD 75.00 per discrepancy (recovered from beneficiary),flat,,,GHS,2026-01-01,"quoted in USD, settled at the day's rate"
BSD15B,INTL,1.22,Minimum,GHS 200.00 per amendment,flat,200,200,GHS,2026-01-01,
BSD15B,INTL,1.23,Maximum,GHS 500.00 per amendment,flat,500,500,GHS,2026-01-01,
BSD15B,INTL,1.24,Revolving credits,"0.50% per quarter of value, min GHS 300 (on the revolving amount)",percent,300,,GHS,2026-01-01,
BSD15B,INTL,1.25,Cable/Telex/Swift charges,GHS 150.00 per message,flat,150,150,GHS,2026-01-01,
BSD15B,INTL,1.26,Swap charge,"0.50% of value, min GHS 100 (on the swap amount)",percent,100,,GHS,2026-01-01,
BSD15B,INTL,1.27,Confirmation commission,"0.50% per quarter of value, min GHS 500, max GHS 20,000 (confirmed L/Cs)",percent,500,20000,GHS,2026-01-01,
BSD15B,INTL,1.28,Minimum,GHS 500.00,flat,500,,GHS,2026-01-01,
BSD15B,INTL,1.29,Maximum,"GHS 20,000.00",flat,,20000,GHS,2026-01-01,
BSD15B,INTL,1.30,Payment commission,"0.25% of value, min GHS 300, max GHS 5,000",percent,300,5000,GHS,2026-01-01,
BSD15B,INTL,1.31,Minimum,GHS 300.00,flat,300,,GHS,2026-01-01,
BSD15B,INTL,1.32,Maximum,"GHS 5,000.00",flat,,5000,GHS,2026-01-01,
BSD15B,INTL,1.33,Minimum,GHS 300.00 per drawing,flat,300,300,GHS,2026-01-01,
BSD15B,INTL,1.34,Maximum,"GHS 5,000.00 per drawing",flat,5000,5000,GHS,2026-01-01,
BSD15B,INTL,1.35,Exchange - (Drawing/Negitiation),"0.50% of value, min GHS 200, max GHS 5,000 (exchange commission on drawing)",percent,200,5000,GHS,2026-01-01,
BSD15B,INTL,1.36,Minimum,GHS 200.00,flat,200,,GHS,2026-01-01,
BSD15B,INTL,1.37,Maximum,"GHS 5,000.00",flat,,5000,GHS,2026-01-01,
BSD15B,INTL,1.38,Cancellation fee,GHS 300.00 per L/C,flat,300,300,GHS,2026-01-01,
BSD15B,INTL,1.39,Correspondent Bank charges - Upfront Payment,At cost — correspondent bank charges recovered upfront from applicant,,,,GHS,2026-01-01,
BSD15B,INTL,1.40,FULLY COVERED L/CS  (IMPORTS),Fully cash-covered import L/Cs — see rates below,,,,GHS,2026-01-01,
BSD15B,INTL,1.41,Establishment,"0.25% per quarter of value, min GHS 200",percent,200,,GHS,2026-01-01,
BSD15B,INTL,1.42,Revolving/Standby L/C,"0.25% per quarter of value, min GHS 200 (on the revolving/standby amount)",percent,200,,GHS,2026-01-01,
BSD15B,INTL,1.43,Drawings/Negotiation commission,"0.125% of value, min GHS 150, max GHS 2,500",percent,150,2500,GHS,2026-01-01,
BSD15B,INTL,1.44,Exchange - Drawings/Negotiation,"0.25% of value, min GHS 150, max GHS 2,500",percent,150,2500,GHS,2026-01-01,
BSD15B,INTL,1.45,Amendments,Per amendment — see below,,,,GHS,2026-01-01,
BSD15B,INTL,1.46,Increase in L/C value,"0.25% per quarter of value, min GHS 200 (on the increase)",percent,200,,GHS,2026-01-01,
BSD15B,INTL,1.47,Other Amendments,GHS 150.00 per amendment,flat,150,150,GHS,2026-01-01,
BSD15B,INTL,1.48,Extension,"0.25% of value, min GHS 200 (per quarter extended)",percent,200,,GHS,2026-01-01,
BSD15B,INTL,2.1,Advising commission,Per L/C advised — see below,,,,GHS,2026-01-01,
BSD15B,INTL,2.2,Customers,GHS 200.00 per L/C,flat,200,200,GHS,2026-01-01,
BSD15B,INTL,2.3,Minimum,GHS 200.00,flat,200,,GHS,2026-01-01,
BSD15B,INTL,2.4,Maximum,GHS 200.00,flat,,200,GHS,2026-01-01,
BSD15B,INTL,2.5,Non-customers,GHS 400.00 per L/C,flat,400,400,GHS,2026-01-01,
BSD15B,INTL,2.6,Minimum,GHS 400.00,flat,400,,GHS,2026-01-01,
BSD15B,INTL,2.7,Maximum,GHS 400.00,flat,,400,GHS,2026-01-01,
BSD15B,INTL,2.8,Handling Charges,Per set of documents — see below,,,,GHS,2026-01-01,
BSD15B,INTL,2.9,Customers,"0.125% of value, min GHS 150, max GHS 1,500",percent,150,1500,GHS,2026-01-01,
BSD15B,INTL,2.10,Minimum,GHS 150.00,flat,150,,GHS,2026-01-01,
BSD15B,INTL,2.11,Maximum,"GHS 1,500.00",flat,,1500,GHS,2026-01-01,
BSD15B,INTL,2.12,Non-customers,"0.25% of value, min GHS 300, max GHS 3,000",percent,300,3000,GHS,2026-01-01,
BSD15B,INTL,2.13,Minimum,GHS 300.00,flat,300,,GHS,2026-01-01,
BSD15B,INTL,2.14,Maximum,"GHS 3,000.00",flat,,3000,GHS,2026-01-01,
BSD15B,INTL,2.15,Confirmation Commission,"0.25% per quarter of value, min GHS 500, max GHS 15,000",percent,500,15000,GHS,2026-01-01,
BSD15B,INTL,2.16,Minimum,GHS 500.00,flat,500,,GHS,2026-01-01,
BSD15B,INTL,2.17,Maximum,"GHS 15,000.00",flat,,15000,GHS,2026-01-01,
BSD15B,INTL,2.18,Amendment commission,GHS 150.00 per amendment,flat,150,150,GHS,2026-01-01,
BSD15B,INTL,2.19,Minimum,GHS 150.00 per amendment,flat,150,150,GHS,2026-01-01,
BSD15B,INTL,2.20,Maximum,GHS 300.00 per amendment,flat,300,300,GHS,2026-01-01,
BSD15B,INTL,2.21,Transfer charge,"0.25% of value, min GHS 300, max GHS 3,000 (transferable L/Cs)",percent,300,3000,GHS,2026-01-01,
BSD15B,INTL,2.22,Minimum,GHS 300.00,flat,300,,GHS,2026-01-01,
BSD15B,INTL,2.23,Maximum,"GHS 3,000.00",flat,,3000,GHS,2026-01-01,
BSD15B,INTL,2.24,Negotiation Commission - Corporate,"0.25% of value, min GHS 300, max GHS 5,000",percent,300,5000,GHS,2026-01-01,
BSD15B,INTL,2.25,Minimum,GHS 300.00,flat,300,,GHS,2026-01-01,
BSD15B,INTL,2.26,Maximum,"GHS 5,000.00",flat,,5000,GHS,2026-01-01,
BSD15B,INTL,2.27,Negotiation Commission - Others,"0.50% of value, min GHS 300, max GHS 7,500",percent,300,7500,GHS,2026-01-01,
BSD15B,INTL,2.28,Minimum,GHS 300.00,flat,300,,GHS,2026-01-01,
BSD15B,INTL,2.29,Maximum,"GHS 7,500.00",flat,,7500,GHS,2026-01-01,
BSD15B,INTL,2.30,Exchange  Commission,"0.25% of value, min GHS 150, max GHS 3,000",percent,150,3000,GHS,2026-01-01,
BSD15B,INTL,2.31,Minimum,GHS 150.00,flat,150,,GHS,2026-01-01,
BSD15B,INTL,2.32,Maximum,"GHS 3,000.00",flat,,3000,GHS,2026-01-01,
BSD15B,INTL,2.33,Cancellation,GHS 200.00 per L/C,flat,200,200,GHS,2026-01-01,
BSD15B,INTL,2.34,Postage/Courier,"At cost (courier), min GHS 150.00",,,,GHS,2026-01-01,
BSD15B,INTL,3.1,Handling,"0.25% of value, min GHS 500 (on value of goods)",percent,500,,GHS,2026-01-01,
BSD15B,INTL,3.2,Transfer,GHS 500.00 per transfer of warehouse receipt,flat,500,500,GHS,2026-01-01,
BSD15B,INTL,3.3,Management Fees,"0.50% p.a. of value, min GHS 1,000 (on value under management)",percent,1000,,GHS,2026-01-01,
BSD15B,INTL,4.1,Handling charges - customers,"0.25% of value, min GHS 200, max GHS 3,000",percent,200,3000,GHS,2026-01-01,
BSD15B,INTL,4.2,Minimum,GHS 200.00,flat,200,,GHS,2026-01-01,
BSD15B,INTL,4.3,Maximum,"GHS 3,000.00",flat,,3000,GHS,2026-01-01,
BSD15B,INTL,4.4,Non customers,"0.50% of value, min GHS 400, max GHS 6,000",percent,400,6000,GHS,2026-01-01,
BSD15B,INTL,4.5,Minimum,GHS 400.00,flat,400,,GHS,2026-01-01,
BSD15B,INTL,4.6,Maximum,"GHS 6,000.00",flat,,6000,GHS,2026-01-01,
BSD15B,INTL,4.7,Negotiation Commission,"0.25% of value, min GHS 200, max GHS 3,000",percent,200,3000,GHS,2026-01-01,
BSD15B,INTL,4.8,Minimum,GHS 200.00,flat,200,,GHS,2026-01-01,
BSD15B,INTL,4.9,Maximum,"GHS 3,000.00",flat,,3000,GHS,2026-01-01,
BSD15B,INTL,4.10,Advice of fate,GHS 100.00 per advice,flat,100,100,GHS,2026-01-01,
BSD15B,INTL,4.11,Bills deleted,GHS 100.00 per bill,flat,100,100,GHS,2026-01-01,
BSD15B,INTL,4.12,Protest,GHS 200.00 plus notary's charges at cost,flat,200,,GHS,2026-01-01,
BSD15B,INTL,4.13,Payment Commission,"0.125% of value, min GHS 150, max GHS 2,000",percent,150,2000,GHS,2026-01-01,
BSD15B,INTL,4.14,Minimum,GHS 150.00,flat,150,,GHS,2026-01-01,
BSD15B,INTL,4.15,Maximum,"GHS 2,000.00",flat,,2000,GHS,2026-01-01,
BSD15B,INTL,4.16,Holding charges (per quarter),GHS 200.00 per quarter or part thereof,flat,200,200,GHS,2026-01-01,
BSD15B,INTL,4.17,Own resources - FCA,"0.25% of value, min GHS 200, max GHS 3,000 (payment from own FCA resources)",percent,200,3000,GHS,2026-01-01,
BSD15B,INTL,4.18,Minimum,GHS 200.00,flat,200,,GHS,2026-01-01,
BSD15B,INTL,4.19,Maximum,"GHS 3,000.00",flat,,3000,GHS,2026-01-01,
BSD15B,INTL,4.20,Own resources  - FEA,"0.25% of value, min GHS 200, max GHS 3,000 (payment from own FEA resources)",percent,200,3000,GHS,2026-01-01,
BSD15B,INTL,4.21,Minimum,GHS 200.00,flat,200,,GHS,2026-01-01,
BSD15B,INTL,4.22,Maximum,"GHS 3,000.00",flat,,3000,GHS,2026-01-01,
BSD15B,INTL,4.23,Telex/Cable charges,GHS 150.00 per message,flat,150,150,GHS,2026-01-01,
BSD15B,INTL,4.24,Swap charge,"0.50% of value, min GHS 100 (on the swap amount)",percent,100,,GHS,2026-01-01,
BSD15B,INTL,4.25,Minimum,"0.50% of value, min GHS 300, max GHS 5,000 (commission where the bank allocates the funds)",percent,300,5000,GHS,2026-01-01,
BSD15B,INTL,4.26,Maximum,"GHS 5,000.00",flat,,5000,GHS,2026-01-01,
BSD15B,INTL,4.27,Exchange,"0.50% of value, min GHS 200, max GHS 5,000 (exchange commission)",percent,200,5000,GHS,2026-01-01,
BSD15B,INTL,4.28,Telex/Cable charges,GHS 150.00 per message,flat,150,150,GHS,2026-01-01,
BSD15B,INTL,4.29,Minimum,GHS 200.00 per set of documents transferred,flat,200,200,GHS,2026-01-01,
BSD15B,INTL,4.30,Maximum,GHS 200.00,flat,,200,GHS,2026-01-01,
BSD15B,INTL,4.31,Minimum,GHS 400.00 per set of documents transferred (non-customers),flat,400,400,GHS,2026-01-01,
BSD15B,INTL,4.32,Maximum,GHS 400.00,flat,,400,GHS,2026-01-01,
BSD15B,INTL,5.1,Handling Commission,"0.25% of value, min GHS 200, max GHS 3,000",percent,200,3000,GHS,2026-01-01,
BSD15B,INTL,5.2,Minimum,GHS 200.00,flat,200,,GHS,2026-01-01,
BSD15B,INTL,5.3,Maximum,"GHS 3,000.00",flat,,3000,GHS,2026-01-01,
BSD15B,INTL,5.4,Foreign bills negotiated,"0.25% of value, min GHS 300, max GHS 5,000",percent,300,5000,GHS,2026-01-01,
BSD15B,INTL,5.5,Minimum,GHS 300.00,flat,300,,GHS,2026-01-01,
BSD15B,INTL,5.6,Maximum,"GHS 5,000.00",flat,,5000,GHS,2026-01-01,
BSD15B,INTL,5.7,Foreign bills discounted,"0.50% of value, min GHS 300, max GHS 5,000 (plus interest at the bank's discount rate)",percent,300,5000,GHS,2026-01-01,
BSD15B,INTL,5.8,Minimum,GHS 300.00,flat,300,,GHS,2026-01-01,
BSD15B,INTL,5.9,Maximum,"GHS 5,000.00",flat,,5000,GHS,2026-01-01,
BSD15B,INTL,5.10,Payment Commission,"0.125% of value, min GHS 150, max GHS 2,000",percent,150,2000,GHS,2026-01-01,
BSD15B,INTL,5.11,Minimum,GHS 150.00,flat,150,,GHS,2026-01-01,
BSD15B,INTL,5.12,Maximum,"GHS 2,000.00",flat,,2000,GHS,2026-01-01,
BSD15B,INTL,5.13,Protest Bills,GHS 200.00 plus notary's charges at cost,flat,200,,GHS,2026-01-01,
BSD15B,INTL,5.14,Overdue bills/qtr,GHS 150.00 per quarter overdue,flat,150,150,GHS,2026-01-01,
BSD15B,INTL,5.15,Reminder on overdue bills,GHS 50.00 per reminder,flat,50,50,GHS,2026-01-01,
BSD15B,INTL,5.16,Courier,"At cost (courier), min GHS 150.00",,,,GHS,2026-01-01,
BSD15B,INTL,5.17,Advise of Fate,GHS 100.00 per advice,flat,100,100,GHS,2026-01-01,
BSD15B,INTL,5.18,Bills Deleted,GHS 100.00 per bill,flat,100,100,GHS,2026-01-01,
BSD15B,INTL,6.1,Commission,"0.25% of value, min GHS 100, max GHS 2,000",percent,100,2000,GHS,2026-01-01,
BSD15B,INTL,6.2,Minimum,GHS 100.00,flat,100,,GHS,2026-01-01,
BSD15B,INTL,6.3,Maximum,"GHS 2,000.00",flat,,2000,GHS,2026-01-01,
BSD15B,INTL,7.1,Inwards,"0.25% of value, min GHS 100, max GHS 1,500",percent,100,1500,GHS,2026-01-01,
BSD15B,INTL,7.2,Minimum,GHS 100.00,flat,100,,GHS,2026-01-01,
BSD15B,INTL,7.3,Maximum,"GHS 1,500.00",flat,,1500,GHS,2026-01-01,
BSD15B,INTL,7.4,Outward,"0.25% of value, min GHS 100, max GHS 1,500",percent,100,1500,GHS,2026-01-01,
BSD15B,INTL,7.5,Minimum,GHS 100.00,flat,100,,GHS,2026-01-01,
BSD15B,INTL,7.6,Maximum,"GHS 1,500.00",flat,,1500,GHS,2026-01-01,
BSD15B,INTL,7.7,Clearing of Foreign checques,USD 25.00 per cheque plus correspondent charges at cost,flat,,,GHS,2026-01-01,quoted in USD
BSD15B,INTL,8.1,Arrangement fee,"0.50% of value, min GHS 500 (of facility amount)",percent,500,,GHS,2026-01-01,
BSD15B,INTL,8.2,Processing fee,"1.00% of value, min GHS 500 (of facility amount)",percent,500,,GHS,2026-01-01,
BSD15B,INTL,8.3,Facility Fee,"0.50% p.a. of facility amount, min GHS 500",percent,500,,GHS,2026-01-01,
BSD15B,INTL,9.1,Handling Commission,"0.25% of value, min GHS 200, max GHS 3,000",percent,200,3000,GHS,2026-01-01,
BSD15B,INTL,9.2,Minimum,GHS 200.00,flat,200,,GHS,2026-01-01,
BSD15B,INTL,9.3,Maximum,"GHS 3,000.00",flat,,3000,GHS,2026-01-01,
BSD15B,INTL,9.4,Commission- Guaratees (foreign),"2.00% p.a. of facility amount, min GHS 500, max GHS 25,000 (guarantees to foreign beneficiaries)",percent,500,25000,GHS,2026-01-01,
BSD15B,INTL,9.5,Minimum,GHS 500.00,flat,500,,GHS,2026-01-01,
BSD15B,INTL,9.6,Maximum,"GHS 25,000.00",flat,,25000,GHS,2026-01-01,
BSD15B,INTL,9.7,Commission-B/L indemnities,"1.00% p.a. of facility amount, min GHS 300, max GHS 10,000 (bill-of-lading indemnities)",percent,300,10000,GHS,2026-01-01,
BSD15B,INTL,9.8,Minimum,GHS 300.00,flat,300,,GHS,2026-01-01,
BSD15B,INTL,9.9,Maximum,"GHS 10,000.00",flat,,10000,GHS,2026-01-01,
BSD15B,INTL,9.10,Default  or restructured,"2.00% of value, min GHS 500 (of amount in default / restructured)",percent,500,,GHS,2026-01-01,
BSD15B,INTL,10.1,Form A2,GHS 50.00 per Form A2,flat,50,50,GHS,2026-01-01,
BSD15B,INTL,10.2,Import Declaration Form (IDF),GHS 50.00 per IDF,flat,50,50,GHS,2026-01-01,
BSD15B,INTL,11.1,Inward Remittances,Inward remittances — see rates below,,,,GHS,2026-01-01,
BSD15B,INTL,11.2,Minimum,GHS 20.00 per payment,flat,20,20,GHS,2026-01-01,
BSD15B,INTL,11.3,Maximum,GHS 150.00 per payment,flat,150,150,GHS,2026-01-01,
BSD15B,INTL,11.4,- Non customer,"0.50% of value, min GHS 40, max GHS 300 (payment in cedis to non-customers)",percent,40,300,GHS,2026-01-01,
BSD15B,INTL,11.5,Minimum,GHS 40.00,flat,40,,GHS,2026-01-01,
BSD15B,INTL,11.6,Maximum,GHS 300.00,flat,,300,GHS,2026-01-01,
BSD15B,INTL,11.7,Administrative charges,GHS 30.00 per transfer,flat,30,30,GHS,2026-01-01,
BSD15B,INTL,11.8,Transfer to beneficiary in other banks,"0.25% of value, min GHS 30, max GHS 250",percent,30,250,GHS,2026-01-01,
BSD15B,INTL,11.9,Minimum,GHS 30.00,flat,30,,GHS,2026-01-01,
BSD15B,INTL,11.10,Maximum,GHS 250.00,flat,,250,GHS,2026-01-01,
BSD15B,INTL,11.11,Request for drafts against transfer,"0.50% of value, min GHS 50, max GHS 400",percent,50,400,GHS,2026-01-01,
BSD15B,INTL,11.12,Minimum,GHS 50.00,flat,50,,GHS,2026-01-01,
BSD15B,INTL,11.13,Maximum,GHS 400.00,flat,,400,GHS,2026-01-01,
BSD15B,INTL,11.14,Payment in Foreign Currency - Customer,"0.25% of value, min GHS 30, max GHS 300 (payment in foreign currency to customer)",percent,30,300,GHS,2026-01-01,
BSD15B,INTL,11.15,Minimum,GHS 30.00,flat,30,,GHS,2026-01-01,
BSD15B,INTL,11.16,Maximum,GHS 300.00,flat,,300,GHS,2026-01-01,
BSD15B,INTL,11.17,- Non customer,"0.50% of value, min GHS 50, max GHS 500 (payment in foreign currency to non-customer)",percent,50,500,GHS,2026-01-01,
BSD15B,INTL,11.18,Minimum,GHS 50.00,flat,50,,GHS,2026-01-01,
BSD15B,INTL,11.19,Maximum,GHS 500.00,flat,,500,GHS,2026-01-01,
BSD15B,INTL,11.20,Telegraphic,GHS 30.00 per telegraphic advice,flat,30,30,GHS,2026-01-01,
BSD15B,INTL,11.21,Minimum,GHS 30.00,flat,30,,GHS,2026-01-01,
BSD15B,INTL,11.22,Maximum,GHS 30.00,flat,,30,GHS,2026-01-01,
BSD15B,INTL,11.23,Mail,GHS 20.00 per mail advice,flat,20,20,GHS,2026-01-01,
BSD15B,INTL,11.24,Minimum,GHS 20.00,flat,20,,GHS,2026-01-01,
BSD15B,INTL,11.25,Maximum,GHS 20.00,flat,,20,GHS,2026-01-01,
BSD15B,INTL,11.26,Swap charges,"0.50% of value, min GHS 100, max GHS 2,000 (on the swap amount)",percent,100,2000,GHS,2026-01-01,
BSD15B,INTL,11.27,Minimum,GHS 100.00,flat,100,,GHS,2026-01-01,
BSD15B,INTL,11.28,Maximum,"GHS 2,000.00",flat,,2000,GHS,2026-01-01,
BSD15B,INTL,11.29,Claiming of charges from Remitting Banks,"USD 30.00 per claim, recovered from remitting bank",flat,,,GHS,2026-01-01,quoted in USD
BSD15B,INTL,12.1,Foreign currency account (FCA),"0.25% of value, min GHS 50, max GHS 500 (draft against FCA)",percent,50,500,GHS,2026-01-01,
BSD15B,INTL,12.2,Minimum,GHS 50.00,flat,50,,GHS,2026-01-01,
BSD15B,INTL,12.3,Maximum,GHS 500.00,flat,,500,GHS,2026-01-01,
BSD15B,INTL,12.4,Foreign Exchange account (FEA),Draft against FEA — see below,,,,GHS,2026-01-01,
BSD15B,INTL,12.5,Commission   - Customer,"0.50% of value, min GHS 50, max GHS 500",percent,50,500,GHS,2026-01-01,
BSD15B,INTL,12.6,Minimum,GHS 50.00,flat,50,,GHS,2026-01-01,
BSD15B,INTL,12.7,Maximum,GHS 500.00,flat,,500,GHS,2026-01-01,
BSD15B,INTL,12.8,- Non customer,"1.00% of value, min GHS 100, max GHS 800",percent,100,800,GHS,2026-01-01,
BSD15B,INTL,12.9,Minimum,GHS 100.00,flat,100,,GHS,2026-01-01,
BSD15B,INTL,12.10,Maximum,GHS 800.00,flat,,800,GHS,2026-01-01,
BSD15B,INTL,12.11,FCA,"0.25% of value, min GHS 50, max GHS 500 (BoG draft against FCA)",percent,50,500,GHS,2026-01-01,
BSD15B,INTL,12.12,Minimum,GHS 50.00,flat,50,,GHS,2026-01-01,
BSD15B,INTL,12.13,Maximum,GHS 500.00,flat,,500,GHS,2026-01-01,
BSD15B,INTL,12.14,FEA - Customer,"0.50% of value, min GHS 50, max GHS 500",percent,50,500,GHS,2026-01-01,
BSD15B,INTL,12.15,Minimum,GHS 50.00,flat,50,,GHS,2026-01-01,
BSD15B,INTL,12.16,Maximum,GHS 500.00,flat,,500,GHS,2026-01-01,
BSD15B,INTL,12.17,- Non customer,"1.00% of value, min GHS 100, max GHS 800",percent,100,800,GHS,2026-01-01,
BSD15B,INTL,12.18,Minimum,GHS 100.00,flat,100,,GHS,2026-01-01,
BSD15B,INTL,12.19,Maximum,GHS 800.00,flat,,800,GHS,2026-01-01,
BSD15B,INTL,12.20,Cedis against drafts - Customer,"0.50% of value, min GHS 50, max GHS 500 (cedis against drafts — customer)",percent,50,500,GHS,2026-01-01,
BSD15B,INTL,12.21,Minimum,GHS 50.00,flat,50,,GHS,2026-01-01,
BSD15B,INTL,12.22,Maximum,GHS 500.00,flat,,500,GHS,2026-01-01,
BSD15B,INTL,12.23,- Non customer,"1.00% of value, min GHS 100, max GHS 800",percent,100,800,GHS,2026-01-01,
BSD15B,INTL,12.24,Minimum,GHS 100.00,flat,100,,GHS,2026-01-01,
BSD15B,INTL,12.25,Maximum,GHS 800.00,flat,,800,GHS,2026-01-01,
BSD15B,INTL,13.1,Telegraphic- Customer,"0.25% of value, min GHS 50, max GHS 500 (telegraphic — customer)",percent,50,500,GHS,2026-01-01,
BSD15B,INTL,13.2,Minimum,GHS 50.00,flat,50,,GHS,2026-01-01,
BSD15B,INTL,13.3,Maximum,GHS 500.00,flat,,500,GHS,2026-01-01,
BSD15B,INTL,13.4,- Non customer,"0.50% of value, min GHS 100, max GHS 800",percent,100,800,GHS,2026-01-01,
BSD15B,INTL,13.5,Minimum,GHS 100.00,flat,100,,GHS,2026-01-01,
BSD15B,INTL,13.6,Maximum,GHS 800.00,flat,,800,GHS,2026-01-01,
BSD15B,INTL,13.7,Swift - Customer,"0.25% of value, min GHS 50, max GHS 500 (SWIFT — customer)",percent,50,500,GHS,2026-01-01,
BSD15B,INTL,13.8,Minimum,GHS 50.00,flat,50,,GHS,2026-01-01,
BSD15B,INTL,13.9,Maximum,GHS 500.00,flat,,500,GHS,2026-01-01,
BSD15B,INTL,13.10,- Non customer,"0.50% of value, min GHS 100, max GHS 800",percent,100,800,GHS,2026-01-01,
BSD15B,INTL,13.11,Minimum,GHS 100.00,flat,100,,GHS,2026-01-01,
BSD15B,INTL,13.12,Maximum,GHS 800.00,flat,,800,GHS,2026-01-01,
BSD15B,INTL,13.13,Drafts/Money Orders - Customer,"0.25% of value, min GHS 50, max GHS 500 (drafts / money orders — customer)",percent,50,500,GHS,2026-01-01,
BSD15B,INTL,13.14,Minimum,GHS 50.00,flat,50,,GHS,2026-01-01,
BSD15B,INTL,13.15,Maximum,GHS 500.00,flat,,500,GHS,2026-01-01,
BSD15B,INTL,13.16,- Non customer,"0.50% of value, min GHS 100, max GHS 800",percent,100,800,GHS,2026-01-01,
BSD15B,INTL,13.17,Minimum,GHS 100.00,flat,100,,GHS,2026-01-01,
