# Sample Bank EOD ladder — liquid-asset book (SECURITY_HOLDING + INTERBANK_PLACEMENT, API_PUSH source) as at close of business 2026-06-26 (Friday); push with as_of_date=2026-06-26. One rung of the daily position ladder BSD1 reads; the deposit and loan sub-ledgers are not in this file.
source_reference,position_type,currency,balance,notional,counterparty_reference,product_code,gl_account_code,origination_date,contractual_maturity,next_repricing_date,interest_rate,rate_type,attributes.balance_ghs,attributes.branch_id,attributes.months_on_book,attributes.isin
SECURITY.POSITION/3004242,SECURITY_HOLDING,GHS,33178.38,33178.38,SBL-SOV-017052,SEC.BOND.10Y,1206,2022-03-19,2032-01-26,2032-01-26,0.3156,FIXED,33178.38,BR-001,43,GHGGB5644008
SECURITY.POSITION/3004243,SECURITY_HOLDING,GHS,143104.19,143104.19,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-10-19,2026-08-28,2026-08-28,0.3101,FIXED,143104.19,BR-001,43,GHGGB8950047
SECURITY.POSITION/3004244,SECURITY_HOLDING,GHS,55393.38,55393.38,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-11-05,2029-09-13,2029-09-13,0.3216,FIXED,55393.38,BR-001,43,GHGGB8292325
SECURITY.POSITION/3004245,SECURITY_HOLDING,GHS,141248.46,141248.46,SBL-SOV-017052,SEC.BOND.10Y,1206,2022-09-29,2032-08-07,2032-08-07,0.3143,FIXED,141248.46,BR-001,43,GHGGB6079134
SECURITY.POSITION/3004246,SECURITY_HOLDING,GHS,26569.38,26569.38,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-11-24,2030-10-03,2030-10-03,0.3128,FIXED,26569.38,BR-001,43,GHGGB8673073
SECURITY.POSITION/3004288,SECURITY_HOLDING,GHS,1165620.86,1165620.86,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-05-24,2027-04-28,2027-04-28,0.3261,FIXED,1165620.86,BR-001,42,GHGGB2931567
SECURITY.POSITION/3004295,SECURITY_HOLDING,GHS,33685.53,33685.53,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-09-24,2031-08-03,2031-08-03,0.3257,FIXED,33685.53,BR-001,42,GHGGB4705268
SECURITY.POSITION/3004297,SECURITY_HOLDING,GHS,66032.37,66032.37,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-11-27,2031-10-06,2031-10-06,0.3277,FIXED,66032.37,BR-001,42,GHGGB6361531
SECURITY.POSITION/3004299,SECURITY_HOLDING,GHS,136376.06,136376.06,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-05-23,2031-04-01,2031-04-01,0.3259,FIXED,136376.06,BR-001,42,GHGGB8595631
SECURITY.POSITION/3004335,SECURITY_HOLDING,GHS,471407.89,471407.89,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-12-29,2027-12-03,2027-12-03,0.323,FIXED,471407.89,BR-001,41,GHGGB7437884
SECURITY.POSITION/3004337,SECURITY_HOLDING,GHS,115327.66,115327.66,SBL-SOV-017052,SEC.BOND.5Y,1205,2021-10-03,2026-09-07,2026-09-07,0.3268,FIXED,115327.66,BR-001,41,GHGGB9867579
SECURITY.POSITION/3004339,SECURITY_HOLDING,GHS,19478.75,19478.75,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-10-25,2026-09-03,2026-09-03,0.318,FIXED,19478.75,BR-001,41,GHGGB4990518
SECURITY.POSITION/3004340,SECURITY_HOLDING,GHS,33770.43,33770.43,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-04-16,2029-02-22,2029-02-22,0.3143,FIXED,33770.43,BR-001,41,GHGGB6121932
SECURITY.POSITION/3004341,SECURITY_HOLDING,GHS,19351.11,19351.11,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-12-11,2031-10-20,2031-10-20,0.3201,FIXED,19351.11,BR-001,41,GHGGB7628915
SECURITY.POSITION/3004342,SECURITY_HOLDING,GHS,14924.02,14924.02,SBL-SOV-017052,SEC.BOND.10Y,1206,2022-07-25,2032-06-02,2032-06-02,0.3151,FIXED,14924.02,BR-001,41,GHGGB2663579
SECURITY.POSITION/3004343,SECURITY_HOLDING,GHS,59069.54,59069.54,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-11-02,2026-09-11,2026-09-11,0.3157,FIXED,59069.54,BR-001,41,GHGGB6618394
SECURITY.POSITION/3004344,SECURITY_HOLDING,GHS,61803.13,61803.13,SBL-SOV-017052,SEC.BOND.10Y,1206,2018-09-05,2028-07-14,2028-07-14,0.3149,FIXED,61803.13,BR-001,41,GHGGB4181698
SECURITY.POSITION/3004346,SECURITY_HOLDING,GHS,58836.96,58836.96,SBL-SOV-017052,SEC.BOND.10Y,1206,2022-05-27,2032-04-04,2032-04-04,0.3148,FIXED,58836.96,BR-001,41,GHGGB4475954
SECURITY.POSITION/3004348,SECURITY_HOLDING,GHS,42253.70,42253.70,SBL-SOV-017052,SEC.BOND.10Y,1206,2022-10-13,2032-08-21,2032-08-21,0.312,FIXED,42253.70,BR-001,41,GHGGB4242303
SECURITY.POSITION/3004349,SECURITY_HOLDING,GHS,89169.20,89169.20,SBL-SOV-017052,SEC.BOND.10Y,1206,2022-06-05,2032-04-13,2032-04-13,0.3169,FIXED,89169.20,BR-001,41,GHGGB7076379
SECURITY.POSITION/3004385,SECURITY_HOLDING,GHS,1994106.55,1994106.55,SBL-SOV-017052,SEC.BOND.5Y,1205,2021-12-06,2026-11-10,2026-11-10,0.3209,FIXED,1994106.55,BR-001,40,GHGGB8044776
SECURITY.POSITION/3004388,SECURITY_HOLDING,GHS,169906.23,169906.23,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-08-25,2027-07-30,2027-07-30,0.3288,FIXED,169906.23,BR-001,40,GHGGB7501045
SECURITY.POSITION/3004393,SECURITY_HOLDING,GHS,41685.58,41685.58,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-03-25,2027-02-01,2027-02-01,0.3136,FIXED,41685.58,BR-001,40,GHGGB1343529
SECURITY.POSITION/3004395,SECURITY_HOLDING,GHS,47274.54,47274.54,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-05-03,2030-03-12,2030-03-12,0.318,FIXED,47274.54,BR-001,40,GHGGB8689057
SECURITY.POSITION/3004396,SECURITY_HOLDING,GHS,39740.58,39740.58,SBL-SOV-017052,SEC.BOND.10Y,1206,2018-03-17,2028-01-24,2028-01-24,0.3173,FIXED,39740.58,BR-001,40,GHGGB6293747
SECURITY.POSITION/3004397,SECURITY_HOLDING,GHS,52717.28,52717.28,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-05-01,2030-03-10,2030-03-10,0.3172,FIXED,52717.28,BR-001,40,GHGGB5700804
SECURITY.POSITION/3004399,SECURITY_HOLDING,GHS,14994.13,14994.13,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-05-30,2029-04-07,2029-04-07,0.318,FIXED,14994.13,BR-001,40,GHGGB6203253
SECURITY.POSITION/3004401,SECURITY_HOLDING,GHS,11811.01,11811.01,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-10-01,2029-08-09,2029-08-09,0.3156,FIXED,11811.01,BR-001,40,GHGGB6532577
SECURITY.POSITION/3004402,SECURITY_HOLDING,GHS,24605.23,24605.23,SBL-SOV-017052,SEC.BOND.10Y,1206,2018-08-22,2028-06-30,2028-06-30,0.3127,FIXED,24605.23,BR-001,40,GHGGB9310591
SECURITY.POSITION/3004437,SECURITY_HOLDING,GHS,212941.62,212941.62,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-04-20,2027-03-25,2027-03-25,0.3299,FIXED,212941.62,BR-001,39,GHGGB5940263
SECURITY.POSITION/3004444,SECURITY_HOLDING,GHS,266514.91,266514.91,SBL-SOV-017052,SEC.BOND.5Y,1205,2021-11-25,2026-10-30,2026-10-30,0.3279,FIXED,266514.91,BR-001,39,GHGGB6294453
SECURITY.POSITION/3004448,SECURITY_HOLDING,GHS,298061.53,298061.53,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-06-05,2027-05-10,2027-05-10,0.3284,FIXED,298061.53,BR-001,39,GHGGB9430888
SECURITY.POSITION/3004449,SECURITY_HOLDING,GHS,34258.92,34258.92,SBL-SOV-017052,SEC.BOND.10Y,1206,2018-03-15,2028-01-22,2028-01-22,0.3212,FIXED,34258.92,BR-001,39,GHGGB6677091
SECURITY.POSITION/3004452,SECURITY_HOLDING,GHS,197061.62,197061.62,SBL-SOV-017052,SEC.BOND.10Y,1206,2018-02-07,2027-12-17,2027-12-17,0.3175,FIXED,197061.62,BR-001,39,GHGGB2407446
SECURITY.POSITION/3004453,SECURITY_HOLDING,GHS,69832.51,69832.51,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-10-28,2030-09-06,2030-09-06,0.3202,FIXED,69832.51,BR-001,39,GHGGB9855265
SECURITY.POSITION/3004456,SECURITY_HOLDING,GHS,311035.52,311035.52,SBL-SOV-017052,SEC.BOND.10Y,1206,2018-10-08,2028-08-16,2028-08-16,0.3154,FIXED,311035.52,BR-001,39,GHGGB3863507
SECURITY.POSITION/3004457,SECURITY_HOLDING,GHS,44625.50,44625.50,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-02-05,2026-12-15,2026-12-15,0.3175,FIXED,44625.50,BR-001,39,GHGGB7967992
SECURITY.POSITION/3004503,SECURITY_HOLDING,GHS,505047.82,505047.82,SBL-SOV-017052,SEC.BOND.5Y,1205,2021-10-15,2026-09-19,2026-09-19,0.3246,FIXED,505047.82,BR-001,38,GHGGB1150084
SECURITY.POSITION/3004506,SECURITY_HOLDING,GHS,559037.44,559037.44,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-10-03,2027-09-07,2027-09-07,0.3229,FIXED,559037.44,BR-001,38,GHGGB2565473
SECURITY.POSITION/3004510,SECURITY_HOLDING,GHS,616072.58,616072.58,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-01-18,2026-12-23,2026-12-23,0.3232,FIXED,616072.58,BR-001,38,GHGGB4359785
SECURITY.POSITION/3004511,SECURITY_HOLDING,GHS,242926.39,242926.39,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-03-22,2028-02-24,2028-02-24,0.318,FIXED,242926.39,BR-001,38,GHGGB8991596
SECURITY.POSITION/3004512,SECURITY_HOLDING,GHS,404553.47,404553.47,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-12-25,2026-11-03,2026-11-03,0.3148,FIXED,404553.47,BR-001,38,GHGGB4318185
SECURITY.POSITION/3004515,SECURITY_HOLDING,GHS,59768.38,59768.38,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-11-02,2031-09-11,2031-09-11,0.3212,FIXED,59768.38,BR-001,38,GHGGB9762910
SECURITY.POSITION/3004517,SECURITY_HOLDING,GHS,89997.91,89997.91,SBL-SOV-017052,SEC.BOND.10Y,1206,2022-08-30,2032-07-08,2032-07-08,0.3161,FIXED,89997.91,BR-001,38,GHGGB1494364
SECURITY.POSITION/3004519,SECURITY_HOLDING,GHS,66748.71,66748.71,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-10-02,2026-08-11,2026-08-11,0.316,FIXED,66748.71,BR-001,38,GHGGB1831913
SECURITY.POSITION/3004564,SECURITY_HOLDING,GHS,279506.04,279506.04,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-04-16,2027-03-21,2027-03-21,0.3296,FIXED,279506.04,BR-001,37,GHGGB1226823
SECURITY.POSITION/3004566,SECURITY_HOLDING,GHS,190716.66,190716.66,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-03-17,2027-02-19,2027-02-19,0.324,FIXED,190716.66,BR-001,37,GHGGB7769838
SECURITY.POSITION/3004567,SECURITY_HOLDING,GHS,1619509.80,1619509.80,SBL-SOV-017052,SEC.BOND.5Y,1205,2021-12-08,2026-11-12,2026-11-12,0.3207,FIXED,1619509.80,BR-001,37,GHGGB1448890
SECURITY.POSITION/3004569,SECURITY_HOLDING,GHS,170767.56,170767.56,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-11-22,2027-10-27,2027-10-27,0.3297,FIXED,170767.56,BR-001,37,GHGGB9939751
SECURITY.POSITION/3004571,SECURITY_HOLDING,GHS,260703.02,260703.02,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-05-28,2027-05-02,2027-05-02,0.321,FIXED,260703.02,BR-001,37,GHGGB4227890
SECURITY.POSITION/3004572,SECURITY_HOLDING,GHS,45632.03,45632.03,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-12-26,2026-11-04,2026-11-04,0.3187,FIXED,45632.03,BR-001,37,GHGGB2674275
SECURITY.POSITION/3004575,SECURITY_HOLDING,GHS,68383.71,68383.71,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-08-15,2029-06-23,2029-06-23,0.316,FIXED,68383.71,BR-001,37,GHGGB9992975
SECURITY.POSITION/3004576,SECURITY_HOLDING,GHS,51725.35,51725.35,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-02-05,2028-12-14,2028-12-14,0.3126,FIXED,51725.35,BR-001,37,GHGGB4123578
SECURITY.POSITION/3004577,SECURITY_HOLDING,GHS,126780.69,126780.69,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-11-16,2027-09-25,2027-09-25,0.318,FIXED,126780.69,BR-001,37,GHGGB1621083
SECURITY.POSITION/3004578,SECURITY_HOLDING,GHS,347381.67,347381.67,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-04-04,2029-02-10,2029-02-10,0.3238,FIXED,347381.67,BR-001,37,GHGGB6955219
SECURITY.POSITION/3004579,SECURITY_HOLDING,GHS,93595.24,93595.24,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-06-05,2030-04-14,2030-04-14,0.3141,FIXED,93595.24,BR-001,37,GHGGB7640518
SECURITY.POSITION/3004580,SECURITY_HOLDING,GHS,45931.40,45931.40,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-10-29,2030-09-07,2030-09-07,0.3215,FIXED,45931.40,BR-001,37,GHGGB5190995
SECURITY.POSITION/3004581,SECURITY_HOLDING,GHS,166768.07,166768.07,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-09-11,2031-07-21,2031-07-21,0.3213,FIXED,166768.07,BR-001,37,GHGGB2413613
SECURITY.POSITION/3004626,SECURITY_HOLDING,GHS,290274.77,290274.77,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-10-07,2027-09-11,2027-09-11,0.317,FIXED,290274.77,BR-001,36,GHGGB7847081
SECURITY.POSITION/3004627,SECURITY_HOLDING,GHS,184739.37,184739.37,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-10-29,2027-10-03,2027-10-03,0.3194,FIXED,184739.37,BR-001,36,GHGGB1832882
SECURITY.POSITION/3004632,SECURITY_HOLDING,GHS,69792.43,69792.43,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-02-07,2026-12-17,2026-12-17,0.324,FIXED,69792.43,BR-001,36,GHGGB8431064
SECURITY.POSITION/3004634,SECURITY_HOLDING,GHS,54367.95,54367.95,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-02-18,2028-12-27,2028-12-27,0.3229,FIXED,54367.95,BR-001,36,GHGGB5781303
SECURITY.POSITION/3004636,SECURITY_HOLDING,GHS,142991.05,142991.05,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-09-14,2026-07-24,2026-07-24,0.3191,FIXED,142991.05,BR-001,36,GHGGB8783697
SECURITY.POSITION/3004640,SECURITY_HOLDING,GHS,52547.89,52547.89,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-08-12,2029-06-20,2029-06-20,0.3188,FIXED,52547.89,BR-001,36,GHGGB6980378
SECURITY.POSITION/3004642,SECURITY_HOLDING,GHS,73627.88,73627.88,SBL-SOV-017052,SEC.BOND.10Y,1206,2018-03-08,2028-01-15,2028-01-15,0.3196,FIXED,73627.88,BR-001,36,GHGGB3964078
SECURITY.POSITION/3004692,SECURITY_HOLDING,GHS,124188.91,124188.91,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-11-04,2027-10-09,2027-10-09,0.3268,FIXED,124188.91,BR-001,35,GHGGB7610017
SECURITY.POSITION/3004694,SECURITY_HOLDING,GHS,324869.85,324869.85,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-11-16,2027-10-21,2027-10-21,0.3196,FIXED,324869.85,BR-001,35,GHGGB6025800
SECURITY.POSITION/3004695,SECURITY_HOLDING,GHS,305260.74,305260.74,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-03-13,2027-02-15,2027-02-15,0.3195,FIXED,305260.74,BR-001,35,GHGGB6291242
SECURITY.POSITION/3004702,SECURITY_HOLDING,GHS,228941.92,228941.92,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-04-27,2030-03-06,2030-03-06,0.3151,FIXED,228941.92,BR-001,35,GHGGB2815764
SECURITY.POSITION/3004703,SECURITY_HOLDING,GHS,446697.99,446697.99,SBL-SOV-017052,SEC.BOND.10Y,1206,2018-12-07,2028-10-15,2028-10-15,0.3131,FIXED,446697.99,BR-001,35,GHGGB4791506
SECURITY.POSITION/3004704,SECURITY_HOLDING,GHS,260512.86,260512.86,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-03-30,2031-02-06,2031-02-06,0.3111,FIXED,260512.86,BR-001,35,GHGGB7090363
SECURITY.POSITION/3004705,SECURITY_HOLDING,GHS,105819.20,105819.20,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-09-15,2026-07-25,2026-07-25,0.3128,FIXED,105819.20,BR-001,35,GHGGB2223191
SECURITY.POSITION/3004707,SECURITY_HOLDING,GHS,224330.31,224330.31,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-03-16,2031-01-23,2031-01-23,0.3179,FIXED,224330.31,BR-001,35,GHGGB6556569
SECURITY.POSITION/3004749,SECURITY_HOLDING,GHS,125562.97,125562.97,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-05-02,2028-04-05,2028-04-05,0.3255,FIXED,125562.97,BR-001,34,GHGGB1194532
SECURITY.POSITION/3004750,SECURITY_HOLDING,GHS,271625.29,271625.29,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-03-08,2028-02-10,2028-02-10,0.3269,FIXED,271625.29,BR-001,34,GHGGB2866912
SECURITY.POSITION/3004751,SECURITY_HOLDING,GHS,436987.24,436987.24,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-06-25,2028-05-29,2028-05-29,0.3234,FIXED,436987.24,BR-001,34,GHGGB1151891
SECURITY.POSITION/3004752,SECURITY_HOLDING,GHS,337036.20,337036.20,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-07-19,2027-06-23,2027-06-23,0.3292,FIXED,337036.20,BR-001,34,GHGGB9436385
SECURITY.POSITION/3004756,SECURITY_HOLDING,GHS,238551.39,238551.39,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-03-01,2028-02-03,2028-02-03,0.3226,FIXED,238551.39,BR-001,34,GHGGB5630153
SECURITY.POSITION/3004760,SECURITY_HOLDING,GHS,24475.99,24475.99,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-11-27,2026-10-06,2026-10-06,0.3206,FIXED,24475.99,BR-001,34,GHGGB3570041
SECURITY.POSITION/3004761,SECURITY_HOLDING,GHS,33207.73,33207.73,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-04-01,2030-02-08,2030-02-08,0.3225,FIXED,33207.73,BR-001,34,GHGGB9082613
SECURITY.POSITION/3004762,SECURITY_HOLDING,GHS,48538.65,48538.65,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-08-23,2027-07-02,2027-07-02,0.3199,FIXED,48538.65,BR-001,34,GHGGB8947844
SECURITY.POSITION/3004763,SECURITY_HOLDING,GHS,28745.40,28745.40,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-09-13,2031-07-23,2031-07-23,0.3215,FIXED,28745.40,BR-001,34,GHGGB3166540
SECURITY.POSITION/3004765,SECURITY_HOLDING,GHS,113060.91,113060.91,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-11-19,2027-09-28,2027-09-28,0.3172,FIXED,113060.91,BR-001,34,GHGGB2945055
SECURITY.POSITION/3004766,SECURITY_HOLDING,GHS,75517.65,75517.65,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-09-21,2029-07-30,2029-07-30,0.3186,FIXED,75517.65,BR-001,34,GHGGB5896281
SECURITY.POSITION/3004767,SECURITY_HOLDING,GHS,14570.02,14570.02,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-03-06,2031-01-13,2031-01-13,0.3211,FIXED,14570.02,BR-001,34,GHGGB2008186
SECURITY.POSITION/3004768,SECURITY_HOLDING,GHS,69316.80,69316.80,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-06-14,2030-04-23,2030-04-23,0.3215,FIXED,69316.80,BR-001,34,GHGGB6370574
SECURITY.POSITION/3004769,SECURITY_HOLDING,GHS,60303.29,60303.29,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-07-30,2030-06-08,2030-06-08,0.3218,FIXED,60303.29,BR-001,34,GHGGB1334769
SECURITY.POSITION/3004812,SECURITY_HOLDING,GHS,249276.40,249276.40,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-04-15,2027-03-20,2027-03-20,0.2588,FIXED,249276.40,BR-001,33,GHGGB9925671
SECURITY.POSITION/3004816,SECURITY_HOLDING,GHS,499152.67,499152.67,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-06-16,2027-05-21,2027-05-21,0.2579,FIXED,499152.67,BR-001,33,GHGGB2107221
SECURITY.POSITION/3004817,SECURITY_HOLDING,GHS,223454.26,223454.26,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-05-24,2028-04-27,2028-04-27,0.2583,FIXED,223454.26,BR-001,33,GHGGB2049964
SECURITY.POSITION/3004819,SECURITY_HOLDING,GHS,648025.40,648025.40,SBL-SOV-017052,SEC.BOND.5Y,1205,2021-11-13,2026-10-18,2026-10-18,0.2557,FIXED,648025.40,BR-001,33,GHGGB2562134
SECURITY.POSITION/3004820,SECURITY_HOLDING,GHS,297851.48,297851.48,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-08-24,2027-07-29,2027-07-29,0.2633,FIXED,297851.48,BR-001,33,GHGGB4347447
SECURITY.POSITION/3004824,SECURITY_HOLDING,GHS,52257.20,52257.20,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-01-03,2026-11-12,2026-11-12,0.2678,FIXED,52257.20,BR-001,33,GHGGB3952162
SECURITY.POSITION/3004825,SECURITY_HOLDING,GHS,341490.29,341490.29,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-07-27,2029-06-04,2029-06-04,0.2699,FIXED,341490.29,BR-001,33,GHGGB3182131
SECURITY.POSITION/3004826,SECURITY_HOLDING,GHS,41731.16,41731.16,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-10-17,2029-08-25,2029-08-25,0.271,FIXED,41731.16,BR-001,33,GHGGB2241651
SECURITY.POSITION/3004827,SECURITY_HOLDING,GHS,41849.71,41849.71,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-07-03,2027-05-12,2027-05-12,0.2683,FIXED,41849.71,BR-001,33,GHGGB6765895
SECURITY.POSITION/3004828,SECURITY_HOLDING,GHS,146096.72,146096.72,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-12-17,2027-10-26,2027-10-26,0.267,FIXED,146096.72,BR-001,33,GHGGB7388167
SECURITY.POSITION/3004829,SECURITY_HOLDING,GHS,542449.33,542449.33,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-11-24,2031-10-03,2031-10-03,0.2666,FIXED,542449.33,BR-001,33,GHGGB1337257
SECURITY.POSITION/3004830,SECURITY_HOLDING,GHS,192409.55,192409.55,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-06-17,2030-04-26,2030-04-26,0.2696,FIXED,192409.55,BR-001,33,GHGGB8480860
SECURITY.POSITION/3004866,SECURITY_HOLDING,GHS,410018.51,410018.51,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-08-08,2027-07-13,2027-07-13,0.2573,FIXED,410018.51,BR-001,32,GHGGB3985466
SECURITY.POSITION/3004870,SECURITY_HOLDING,GHS,770026.78,770026.78,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-10-17,2027-09-21,2027-09-21,0.2589,FIXED,770026.78,BR-001,32,GHGGB6041285
SECURITY.POSITION/3004871,SECURITY_HOLDING,GHS,1570869.66,1570869.66,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-04-04,2028-03-08,2028-03-08,0.2571,FIXED,1570869.66,BR-001,32,GHGGB6698894
SECURITY.POSITION/3004873,SECURITY_HOLDING,GHS,361146.89,361146.89,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-06-26,2028-05-30,2028-05-30,0.252,FIXED,361146.89,BR-001,32,GHGGB1481522
SECURITY.POSITION/3004874,SECURITY_HOLDING,GHS,378130.48,378130.48,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-04-28,2027-04-02,2027-04-02,0.2522,FIXED,378130.48,BR-001,32,GHGGB4516126
SECURITY.POSITION/3004876,SECURITY_HOLDING,GHS,366597.06,366597.06,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-03-26,2027-02-02,2027-02-02,0.267,FIXED,366597.06,BR-001,32,GHGGB6854526
SECURITY.POSITION/3004877,SECURITY_HOLDING,GHS,177385.00,177385.00,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-06-17,2030-04-26,2030-04-26,0.2714,FIXED,177385.00,BR-001,32,GHGGB6175697
SECURITY.POSITION/3004878,SECURITY_HOLDING,GHS,904497.41,904497.41,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-12-04,2027-10-13,2027-10-13,0.2657,FIXED,904497.41,BR-001,32,GHGGB9087926
SECURITY.POSITION/3004879,SECURITY_HOLDING,GHS,171277.36,171277.36,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-10-16,2026-08-25,2026-08-25,0.2698,FIXED,171277.36,BR-001,32,GHGGB3526827
SECURITY.POSITION/3004880,SECURITY_HOLDING,GHS,392018.72,392018.72,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-12-02,2026-10-11,2026-10-11,0.2673,FIXED,392018.72,BR-001,32,GHGGB5568149
SECURITY.POSITION/3004881,SECURITY_HOLDING,GHS,236724.91,236724.91,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-10-30,2030-09-08,2030-09-08,0.2694,FIXED,236724.91,BR-001,32,GHGGB7685463
SECURITY.POSITION/3004882,SECURITY_HOLDING,GHS,284804.30,284804.30,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-11-13,2031-09-22,2031-09-22,0.2702,FIXED,284804.30,BR-001,32,GHGGB1287273
SECURITY.POSITION/3004884,SECURITY_HOLDING,GHS,540230.52,540230.52,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-09-15,2029-07-24,2029-07-24,0.2622,FIXED,540230.52,BR-001,32,GHGGB8867092
SECURITY.POSITION/3004918,SECURITY_HOLDING,GHS,215935.57,215935.57,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-03-05,2027-02-07,2027-02-07,0.2582,FIXED,215935.57,BR-001,31,GHGGB5684250
SECURITY.POSITION/3004921,SECURITY_HOLDING,GHS,238247.41,238247.41,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-07-28,2028-07-01,2028-07-01,0.2526,FIXED,238247.41,BR-001,31,GHGGB9355779
SECURITY.POSITION/3004923,SECURITY_HOLDING,GHS,372781.55,372781.55,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-05-14,2027-04-18,2027-04-18,0.2576,FIXED,372781.55,BR-001,31,GHGGB3464969
