# Sample Bank EOD ladder — liquid-asset book (SECURITY_HOLDING + INTERBANK_PLACEMENT, API_PUSH source) as at close of business 2026-06-24 (Wednesday); push with as_of_date=2026-06-24. One rung of the daily position ladder BSD1 reads; the deposit and loan sub-ledgers are not in this file.
source_reference,position_type,currency,balance,notional,counterparty_reference,product_code,gl_account_code,origination_date,contractual_maturity,next_repricing_date,interest_rate,rate_type,attributes.balance_ghs,attributes.branch_id,attributes.months_on_book,attributes.isin
SECURITY.POSITION/3004342,SECURITY_HOLDING,GHS,14898.16,14898.16,SBL-SOV-017052,SEC.BOND.10Y,1206,2022-07-25,2032-06-02,2032-06-02,0.3151,FIXED,14898.16,BR-001,41,GHGGB2663579
SECURITY.POSITION/3004343,SECURITY_HOLDING,GHS,58967.00,58967.00,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-11-02,2026-09-11,2026-09-11,0.3157,FIXED,58967.00,BR-001,41,GHGGB6618394
SECURITY.POSITION/3004344,SECURITY_HOLDING,GHS,61696.12,61696.12,SBL-SOV-017052,SEC.BOND.10Y,1206,2018-09-05,2028-07-14,2028-07-14,0.3149,FIXED,61696.12,BR-001,41,GHGGB4181698
SECURITY.POSITION/3004346,SECURITY_HOLDING,GHS,58735.12,58735.12,SBL-SOV-017052,SEC.BOND.10Y,1206,2022-05-27,2032-04-04,2032-04-04,0.3148,FIXED,58735.12,BR-001,41,GHGGB4475954
SECURITY.POSITION/3004348,SECURITY_HOLDING,GHS,42181.22,42181.22,SBL-SOV-017052,SEC.BOND.10Y,1206,2022-10-13,2032-08-21,2032-08-21,0.312,FIXED,42181.22,BR-001,41,GHGGB4242303
SECURITY.POSITION/3004349,SECURITY_HOLDING,GHS,89013.82,89013.82,SBL-SOV-017052,SEC.BOND.10Y,1206,2022-06-05,2032-04-13,2032-04-13,0.3169,FIXED,89013.82,BR-001,41,GHGGB7076379
SECURITY.POSITION/3004385,SECURITY_HOLDING,GHS,1990587.83,1990587.83,SBL-SOV-017052,SEC.BOND.5Y,1205,2021-12-06,2026-11-10,2026-11-10,0.3209,FIXED,1990587.83,BR-001,40,GHGGB8044776
SECURITY.POSITION/3004388,SECURITY_HOLDING,GHS,169599.01,169599.01,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-08-25,2027-07-30,2027-07-30,0.3288,FIXED,169599.01,BR-001,40,GHGGB7501045
SECURITY.POSITION/3004393,SECURITY_HOLDING,GHS,41613.71,41613.71,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-03-25,2027-02-01,2027-02-01,0.3136,FIXED,41613.71,BR-001,40,GHGGB1343529
SECURITY.POSITION/3004395,SECURITY_HOLDING,GHS,47191.87,47191.87,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-05-03,2030-03-12,2030-03-12,0.318,FIXED,47191.87,BR-001,40,GHGGB8689057
SECURITY.POSITION/3004396,SECURITY_HOLDING,GHS,39671.24,39671.24,SBL-SOV-017052,SEC.BOND.10Y,1206,2018-03-17,2028-01-24,2028-01-24,0.3173,FIXED,39671.24,BR-001,40,GHGGB6293747
SECURITY.POSITION/3004397,SECURITY_HOLDING,GHS,52625.33,52625.33,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-05-01,2030-03-10,2030-03-10,0.3172,FIXED,52625.33,BR-001,40,GHGGB5700804
SECURITY.POSITION/3004399,SECURITY_HOLDING,GHS,14967.92,14967.92,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-05-30,2029-04-07,2029-04-07,0.318,FIXED,14967.92,BR-001,40,GHGGB6203253
SECURITY.POSITION/3004401,SECURITY_HOLDING,GHS,11790.51,11790.51,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-10-01,2029-08-09,2029-08-09,0.3156,FIXED,11790.51,BR-001,40,GHGGB6532577
SECURITY.POSITION/3004402,SECURITY_HOLDING,GHS,24562.93,24562.93,SBL-SOV-017052,SEC.BOND.10Y,1206,2018-08-22,2028-06-30,2028-06-30,0.3127,FIXED,24562.93,BR-001,40,GHGGB9310591
SECURITY.POSITION/3004437,SECURITY_HOLDING,GHS,212555.29,212555.29,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-04-20,2027-03-25,2027-03-25,0.3299,FIXED,212555.29,BR-001,39,GHGGB5940263
SECURITY.POSITION/3004444,SECURITY_HOLDING,GHS,266034.34,266034.34,SBL-SOV-017052,SEC.BOND.5Y,1205,2021-11-25,2026-10-30,2026-10-30,0.3279,FIXED,266034.34,BR-001,39,GHGGB6294453
SECURITY.POSITION/3004448,SECURITY_HOLDING,GHS,297523.25,297523.25,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-06-05,2027-05-10,2027-05-10,0.3284,FIXED,297523.25,BR-001,39,GHGGB9430888
SECURITY.POSITION/3004449,SECURITY_HOLDING,GHS,34198.41,34198.41,SBL-SOV-017052,SEC.BOND.10Y,1206,2018-03-15,2028-01-22,2028-01-22,0.3212,FIXED,34198.41,BR-001,39,GHGGB6677091
SECURITY.POSITION/3004452,SECURITY_HOLDING,GHS,196717.59,196717.59,SBL-SOV-017052,SEC.BOND.10Y,1206,2018-02-07,2027-12-17,2027-12-17,0.3175,FIXED,196717.59,BR-001,39,GHGGB2407446
SECURITY.POSITION/3004453,SECURITY_HOLDING,GHS,69709.56,69709.56,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-10-28,2030-09-06,2030-09-06,0.3202,FIXED,69709.56,BR-001,39,GHGGB9855265
SECURITY.POSITION/3004456,SECURITY_HOLDING,GHS,310496.11,310496.11,SBL-SOV-017052,SEC.BOND.10Y,1206,2018-10-08,2028-08-16,2028-08-16,0.3154,FIXED,310496.11,BR-001,39,GHGGB3863507
SECURITY.POSITION/3004457,SECURITY_HOLDING,GHS,44547.59,44547.59,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-02-05,2026-12-15,2026-12-15,0.3175,FIXED,44547.59,BR-001,39,GHGGB7967992
SECURITY.POSITION/3004503,SECURITY_HOLDING,GHS,504146.32,504146.32,SBL-SOV-017052,SEC.BOND.5Y,1205,2021-10-15,2026-09-19,2026-09-19,0.3246,FIXED,504146.32,BR-001,38,GHGGB1150084
SECURITY.POSITION/3004506,SECURITY_HOLDING,GHS,558044.81,558044.81,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-10-03,2027-09-07,2027-09-07,0.3229,FIXED,558044.81,BR-001,38,GHGGB2565473
SECURITY.POSITION/3004510,SECURITY_HOLDING,GHS,614977.66,614977.66,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-01-18,2026-12-23,2026-12-23,0.3232,FIXED,614977.66,BR-001,38,GHGGB4359785
SECURITY.POSITION/3004511,SECURITY_HOLDING,GHS,242501.62,242501.62,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-03-22,2028-02-24,2028-02-24,0.318,FIXED,242501.62,BR-001,38,GHGGB8991596
SECURITY.POSITION/3004512,SECURITY_HOLDING,GHS,403853.23,403853.23,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-12-25,2026-11-03,2026-11-03,0.3148,FIXED,403853.23,BR-001,38,GHGGB4318185
SECURITY.POSITION/3004515,SECURITY_HOLDING,GHS,59662.82,59662.82,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-11-02,2031-09-11,2031-09-11,0.3212,FIXED,59662.82,BR-001,38,GHGGB9762910
SECURITY.POSITION/3004517,SECURITY_HOLDING,GHS,89841.49,89841.49,SBL-SOV-017052,SEC.BOND.10Y,1206,2022-08-30,2032-07-08,2032-07-08,0.3161,FIXED,89841.49,BR-001,38,GHGGB1494364
SECURITY.POSITION/3004519,SECURITY_HOLDING,GHS,66632.73,66632.73,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-10-02,2026-08-11,2026-08-11,0.316,FIXED,66632.73,BR-001,38,GHGGB1831913
SECURITY.POSITION/3004564,SECURITY_HOLDING,GHS,278999.41,278999.41,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-04-16,2027-03-21,2027-03-21,0.3296,FIXED,278999.41,BR-001,37,GHGGB1226823
SECURITY.POSITION/3004566,SECURITY_HOLDING,GHS,190376.87,190376.87,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-03-17,2027-02-19,2027-02-19,0.324,FIXED,190376.87,BR-001,37,GHGGB7769838
SECURITY.POSITION/3004567,SECURITY_HOLDING,GHS,1616653.86,1616653.86,SBL-SOV-017052,SEC.BOND.5Y,1205,2021-12-08,2026-11-12,2026-11-12,0.3207,FIXED,1616653.86,BR-001,37,GHGGB1448890
SECURITY.POSITION/3004569,SECURITY_HOLDING,GHS,170457.94,170457.94,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-11-22,2027-10-27,2027-10-27,0.3297,FIXED,170457.94,BR-001,37,GHGGB9939751
SECURITY.POSITION/3004571,SECURITY_HOLDING,GHS,260242.85,260242.85,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-05-28,2027-05-02,2027-05-02,0.321,FIXED,260242.85,BR-001,37,GHGGB4227890
SECURITY.POSITION/3004572,SECURITY_HOLDING,GHS,45552.06,45552.06,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-12-26,2026-11-04,2026-11-04,0.3187,FIXED,45552.06,BR-001,37,GHGGB2674275
SECURITY.POSITION/3004575,SECURITY_HOLDING,GHS,68264.89,68264.89,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-08-15,2029-06-23,2029-06-23,0.316,FIXED,68264.89,BR-001,37,GHGGB9992975
SECURITY.POSITION/3004576,SECURITY_HOLDING,GHS,51636.45,51636.45,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-02-05,2028-12-14,2028-12-14,0.3126,FIXED,51636.45,BR-001,37,GHGGB4123578
SECURITY.POSITION/3004577,SECURITY_HOLDING,GHS,126559.01,126559.01,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-11-16,2027-09-25,2027-09-25,0.318,FIXED,126559.01,BR-001,37,GHGGB1621083
SECURITY.POSITION/3004578,SECURITY_HOLDING,GHS,346763.13,346763.13,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-04-04,2029-02-10,2029-02-10,0.3238,FIXED,346763.13,BR-001,37,GHGGB6955219
SECURITY.POSITION/3004579,SECURITY_HOLDING,GHS,93433.60,93433.60,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-06-05,2030-04-14,2030-04-14,0.3141,FIXED,93433.60,BR-001,37,GHGGB7640518
SECURITY.POSITION/3004580,SECURITY_HOLDING,GHS,45850.20,45850.20,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-10-29,2030-09-07,2030-09-07,0.3215,FIXED,45850.20,BR-001,37,GHGGB5190995
SECURITY.POSITION/3004581,SECURITY_HOLDING,GHS,166473.43,166473.43,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-09-11,2031-07-21,2031-07-21,0.3213,FIXED,166473.43,BR-001,37,GHGGB2413613
SECURITY.POSITION/3004626,SECURITY_HOLDING,GHS,289768.81,289768.81,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-10-07,2027-09-11,2027-09-11,0.317,FIXED,289768.81,BR-001,36,GHGGB7847081
SECURITY.POSITION/3004627,SECURITY_HOLDING,GHS,184414.92,184414.92,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-10-29,2027-10-03,2027-10-03,0.3194,FIXED,184414.92,BR-001,36,GHGGB1832882
SECURITY.POSITION/3004632,SECURITY_HOLDING,GHS,69668.08,69668.08,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-02-07,2026-12-17,2026-12-17,0.324,FIXED,69668.08,BR-001,36,GHGGB8431064
SECURITY.POSITION/3004634,SECURITY_HOLDING,GHS,54271.41,54271.41,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-02-18,2028-12-27,2028-12-27,0.3229,FIXED,54271.41,BR-001,36,GHGGB5781303
SECURITY.POSITION/3004636,SECURITY_HOLDING,GHS,142740.15,142740.15,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-09-14,2026-07-24,2026-07-24,0.3191,FIXED,142740.15,BR-001,36,GHGGB8783697
SECURITY.POSITION/3004640,SECURITY_HOLDING,GHS,52455.77,52455.77,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-08-12,2029-06-20,2029-06-20,0.3188,FIXED,52455.77,BR-001,36,GHGGB6980378
SECURITY.POSITION/3004642,SECURITY_HOLDING,GHS,73498.49,73498.49,SBL-SOV-017052,SEC.BOND.10Y,1206,2018-03-08,2028-01-15,2028-01-15,0.3196,FIXED,73498.49,BR-001,36,GHGGB3964078
SECURITY.POSITION/3004692,SECURITY_HOLDING,GHS,123965.73,123965.73,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-11-04,2027-10-09,2027-10-09,0.3268,FIXED,123965.73,BR-001,35,GHGGB7610017
SECURITY.POSITION/3004694,SECURITY_HOLDING,GHS,324298.92,324298.92,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-11-16,2027-10-21,2027-10-21,0.3196,FIXED,324298.92,BR-001,35,GHGGB6025800
SECURITY.POSITION/3004695,SECURITY_HOLDING,GHS,304724.45,304724.45,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-03-13,2027-02-15,2027-02-15,0.3195,FIXED,304724.45,BR-001,35,GHGGB6291242
SECURITY.POSITION/3004702,SECURITY_HOLDING,GHS,228545.26,228545.26,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-04-27,2030-03-06,2030-03-06,0.3151,FIXED,228545.26,BR-001,35,GHGGB2815764
SECURITY.POSITION/3004703,SECURITY_HOLDING,GHS,445928.99,445928.99,SBL-SOV-017052,SEC.BOND.10Y,1206,2018-12-07,2028-10-15,2028-10-15,0.3131,FIXED,445928.99,BR-001,35,GHGGB4791506
SECURITY.POSITION/3004704,SECURITY_HOLDING,GHS,260067.26,260067.26,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-03-30,2031-02-06,2031-02-06,0.3111,FIXED,260067.26,BR-001,35,GHGGB7090363
SECURITY.POSITION/3004705,SECURITY_HOLDING,GHS,105637.20,105637.20,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-09-15,2026-07-25,2026-07-25,0.3128,FIXED,105637.20,BR-001,35,GHGGB2223191
SECURITY.POSITION/3004707,SECURITY_HOLDING,GHS,223938.18,223938.18,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-03-16,2031-01-23,2031-01-23,0.3179,FIXED,223938.18,BR-001,35,GHGGB6556569
SECURITY.POSITION/3004749,SECURITY_HOLDING,GHS,125338.22,125338.22,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-05-02,2028-04-05,2028-04-05,0.3255,FIXED,125338.22,BR-001,34,GHGGB1194532
SECURITY.POSITION/3004750,SECURITY_HOLDING,GHS,271137.00,271137.00,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-03-08,2028-02-10,2028-02-10,0.3269,FIXED,271137.00,BR-001,34,GHGGB2866912
SECURITY.POSITION/3004751,SECURITY_HOLDING,GHS,436210.12,436210.12,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-06-25,2028-05-29,2028-05-29,0.3234,FIXED,436210.12,BR-001,34,GHGGB1151891
SECURITY.POSITION/3004752,SECURITY_HOLDING,GHS,336426.04,336426.04,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-07-19,2027-06-23,2027-06-23,0.3292,FIXED,336426.04,BR-001,34,GHGGB9436385
SECURITY.POSITION/3004756,SECURITY_HOLDING,GHS,238128.21,238128.21,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-03-01,2028-02-03,2028-02-03,0.3226,FIXED,238128.21,BR-001,34,GHGGB5630153
SECURITY.POSITION/3004760,SECURITY_HOLDING,GHS,24432.84,24432.84,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-11-27,2026-10-06,2026-10-06,0.3206,FIXED,24432.84,BR-001,34,GHGGB3570041
SECURITY.POSITION/3004761,SECURITY_HOLDING,GHS,33148.84,33148.84,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-04-01,2030-02-08,2030-02-08,0.3225,FIXED,33148.84,BR-001,34,GHGGB9082613
SECURITY.POSITION/3004762,SECURITY_HOLDING,GHS,48453.27,48453.27,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-08-23,2027-07-02,2027-07-02,0.3199,FIXED,48453.27,BR-001,34,GHGGB8947844
SECURITY.POSITION/3004763,SECURITY_HOLDING,GHS,28694.59,28694.59,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-09-13,2031-07-23,2031-07-23,0.3215,FIXED,28694.59,BR-001,34,GHGGB3166540
SECURITY.POSITION/3004765,SECURITY_HOLDING,GHS,112863.72,112863.72,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-11-19,2027-09-28,2027-09-28,0.3172,FIXED,112863.72,BR-001,34,GHGGB2945055
SECURITY.POSITION/3004766,SECURITY_HOLDING,GHS,75385.35,75385.35,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-09-21,2029-07-30,2029-07-30,0.3186,FIXED,75385.35,BR-001,34,GHGGB5896281
SECURITY.POSITION/3004767,SECURITY_HOLDING,GHS,14544.29,14544.29,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-03-06,2031-01-13,2031-01-13,0.3211,FIXED,14544.29,BR-001,34,GHGGB2008186
SECURITY.POSITION/3004768,SECURITY_HOLDING,GHS,69194.26,69194.26,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-06-14,2030-04-23,2030-04-23,0.3215,FIXED,69194.26,BR-001,34,GHGGB6370574
SECURITY.POSITION/3004769,SECURITY_HOLDING,GHS,60196.58,60196.58,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-07-30,2030-06-08,2030-06-08,0.3218,FIXED,60196.58,BR-001,34,GHGGB1334769
SECURITY.POSITION/3004812,SECURITY_HOLDING,GHS,248921.90,248921.90,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-04-15,2027-03-20,2027-03-20,0.2588,FIXED,248921.90,BR-001,33,GHGGB9925671
SECURITY.POSITION/3004816,SECURITY_HOLDING,GHS,498445.29,498445.29,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-06-16,2027-05-21,2027-05-21,0.2579,FIXED,498445.29,BR-001,33,GHGGB2107221
SECURITY.POSITION/3004817,SECURITY_HOLDING,GHS,223137.09,223137.09,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-05-24,2028-04-27,2028-04-27,0.2583,FIXED,223137.09,BR-001,33,GHGGB2049964
SECURITY.POSITION/3004819,SECURITY_HOLDING,GHS,647114.90,647114.90,SBL-SOV-017052,SEC.BOND.5Y,1205,2021-11-13,2026-10-18,2026-10-18,0.2557,FIXED,647114.90,BR-001,33,GHGGB2562134
SECURITY.POSITION/3004820,SECURITY_HOLDING,GHS,297420.51,297420.51,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-08-24,2027-07-29,2027-07-29,0.2633,FIXED,297420.51,BR-001,33,GHGGB4347447
SECURITY.POSITION/3004824,SECURITY_HOLDING,GHS,52180.30,52180.30,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-01-03,2026-11-12,2026-11-12,0.2678,FIXED,52180.30,BR-001,33,GHGGB3952162
SECURITY.POSITION/3004825,SECURITY_HOLDING,GHS,340983.76,340983.76,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-07-27,2029-06-04,2029-06-04,0.2699,FIXED,340983.76,BR-001,33,GHGGB3182131
SECURITY.POSITION/3004826,SECURITY_HOLDING,GHS,41669.00,41669.00,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-10-17,2029-08-25,2029-08-25,0.271,FIXED,41669.00,BR-001,33,GHGGB2241651
SECURITY.POSITION/3004827,SECURITY_HOLDING,GHS,41788.00,41788.00,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-07-03,2027-05-12,2027-05-12,0.2683,FIXED,41788.00,BR-001,33,GHGGB6765895
SECURITY.POSITION/3004828,SECURITY_HOLDING,GHS,145882.35,145882.35,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-12-17,2027-10-26,2027-10-26,0.267,FIXED,145882.35,BR-001,33,GHGGB7388167
SECURITY.POSITION/3004829,SECURITY_HOLDING,GHS,541654.59,541654.59,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-11-24,2031-10-03,2031-10-03,0.2666,FIXED,541654.59,BR-001,33,GHGGB1337257
SECURITY.POSITION/3004830,SECURITY_HOLDING,GHS,192124.47,192124.47,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-06-17,2030-04-26,2030-04-26,0.2696,FIXED,192124.47,BR-001,33,GHGGB8480860
SECURITY.POSITION/3004866,SECURITY_HOLDING,GHS,409438.81,409438.81,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-08-08,2027-07-13,2027-07-13,0.2573,FIXED,409438.81,BR-001,32,GHGGB3985466
SECURITY.POSITION/3004870,SECURITY_HOLDING,GHS,768931.29,768931.29,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-10-17,2027-09-21,2027-09-21,0.2589,FIXED,768931.29,BR-001,32,GHGGB6041285
SECURITY.POSITION/3004871,SECURITY_HOLDING,GHS,1568650.41,1568650.41,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-04-04,2028-03-08,2028-03-08,0.2571,FIXED,1568650.41,BR-001,32,GHGGB6698894
SECURITY.POSITION/3004873,SECURITY_HOLDING,GHS,360646.83,360646.83,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-06-26,2028-05-30,2028-05-30,0.252,FIXED,360646.83,BR-001,32,GHGGB1481522
SECURITY.POSITION/3004874,SECURITY_HOLDING,GHS,377606.49,377606.49,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-04-28,2027-04-02,2027-04-02,0.2522,FIXED,377606.49,BR-001,32,GHGGB4516126
SECURITY.POSITION/3004876,SECURITY_HOLDING,GHS,366059.15,366059.15,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-03-26,2027-02-02,2027-02-02,0.267,FIXED,366059.15,BR-001,32,GHGGB6854526
SECURITY.POSITION/3004877,SECURITY_HOLDING,GHS,177120.42,177120.42,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-06-17,2030-04-26,2030-04-26,0.2714,FIXED,177120.42,BR-001,32,GHGGB6175697
SECURITY.POSITION/3004878,SECURITY_HOLDING,GHS,903176.72,903176.72,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-12-04,2027-10-13,2027-10-13,0.2657,FIXED,903176.72,BR-001,32,GHGGB9087926
SECURITY.POSITION/3004879,SECURITY_HOLDING,GHS,171023.40,171023.40,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-10-16,2026-08-25,2026-08-25,0.2698,FIXED,171023.40,BR-001,32,GHGGB3526827
SECURITY.POSITION/3004880,SECURITY_HOLDING,GHS,391442.86,391442.86,SBL-SOV-017052,SEC.BOND.10Y,1206,2016-12-02,2026-10-11,2026-10-11,0.2673,FIXED,391442.86,BR-001,32,GHGGB5568149
SECURITY.POSITION/3004881,SECURITY_HOLDING,GHS,236374.43,236374.43,SBL-SOV-017052,SEC.BOND.10Y,1206,2020-10-30,2030-09-08,2030-09-08,0.2694,FIXED,236374.43,BR-001,32,GHGGB7685463
SECURITY.POSITION/3004882,SECURITY_HOLDING,GHS,284381.38,284381.38,SBL-SOV-017052,SEC.BOND.10Y,1206,2021-11-13,2031-09-22,2031-09-22,0.2702,FIXED,284381.38,BR-001,32,GHGGB1287273
SECURITY.POSITION/3004884,SECURITY_HOLDING,GHS,539452.13,539452.13,SBL-SOV-017052,SEC.BOND.10Y,1206,2019-09-15,2029-07-24,2029-07-24,0.2622,FIXED,539452.13,BR-001,32,GHGGB8867092
SECURITY.POSITION/3004918,SECURITY_HOLDING,GHS,215629.20,215629.20,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-03-05,2027-02-07,2027-02-07,0.2582,FIXED,215629.20,BR-001,31,GHGGB5684250
SECURITY.POSITION/3004921,SECURITY_HOLDING,GHS,237916.73,237916.73,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-07-28,2028-07-01,2028-07-01,0.2526,FIXED,237916.73,BR-001,31,GHGGB9355779
SECURITY.POSITION/3004923,SECURITY_HOLDING,GHS,372253.88,372253.88,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-05-14,2027-04-18,2027-04-18,0.2576,FIXED,372253.88,BR-001,31,GHGGB3464969
SECURITY.POSITION/3004925,SECURITY_HOLDING,GHS,291641.04,291641.04,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-02-06,2027-01-11,2027-01-11,0.2517,FIXED,291641.04,BR-001,31,GHGGB9281779
SECURITY.POSITION/3004926,SECURITY_HOLDING,GHS,288683.15,288683.15,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-02-10,2028-01-15,2028-01-15,0.2466,FIXED,288683.15,BR-001,31,GHGGB4531023
SECURITY.POSITION/3004928,SECURITY_HOLDING,GHS,456939.34,456939.34,SBL-SOV-017052,SEC.BOND.5Y,1205,2021-12-18,2026-11-22,2026-11-22,0.2469,FIXED,456939.34,BR-001,31,GHGGB1191811
SECURITY.POSITION/3004934,SECURITY_HOLDING,GHS,90520.43,90520.43,SBL-SOV-017052,SEC.BOND.10Y,1206,2023-07-22,2033-05-30,2033-05-30,0.2676,FIXED,90520.43,BR-001,31,GHGGB4318423
SECURITY.POSITION/3004935,SECURITY_HOLDING,GHS,84594.95,84594.95,SBL-SOV-017052,SEC.BOND.10Y,1206,2022-08-19,2032-06-27,2032-06-27,0.2654,FIXED,84594.95,BR-001,31,GHGGB8056802
SECURITY.POSITION/3004936,SECURITY_HOLDING,GHS,36891.35,36891.35,SBL-SOV-017052,SEC.BOND.10Y,1206,2023-07-07,2033-05-15,2033-05-15,0.2649,FIXED,36891.35,BR-001,31,GHGGB2204883
SECURITY.POSITION/3004937,SECURITY_HOLDING,GHS,26582.70,26582.70,SBL-SOV-017052,SEC.BOND.10Y,1206,2017-09-22,2027-08-01,2027-08-01,0.273,FIXED,26582.70,BR-001,31,GHGGB5750618
SECURITY.POSITION/3004985,SECURITY_HOLDING,GHS,53850.62,53850.62,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-09-29,2027-09-03,2027-09-03,0.2645,FIXED,53850.62,BR-001,30,GHGGB9851305
SECURITY.POSITION/3004986,SECURITY_HOLDING,GHS,302040.05,302040.05,SBL-SOV-017052,SEC.BOND.5Y,1205,2021-08-22,2026-07-27,2026-07-27,0.259,FIXED,302040.05,BR-001,30,GHGGB3791410
SECURITY.POSITION/3004987,SECURITY_HOLDING,GHS,206676.60,206676.60,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-03-25,2028-02-27,2028-02-27,0.2664,FIXED,206676.60,BR-001,30,GHGGB4855794
SECURITY.POSITION/3004988,SECURITY_HOLDING,GHS,444219.49,444219.49,SBL-SOV-017052,SEC.BOND.5Y,1205,2021-08-24,2026-07-29,2026-07-29,0.2614,FIXED,444219.49,BR-001,30,GHGGB3432168
SECURITY.POSITION/3004990,SECURITY_HOLDING,GHS,173118.05,173118.05,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-05-23,2028-04-26,2028-04-26,0.2597,FIXED,173118.05,BR-001,30,GHGGB7458286
SECURITY.POSITION/3004993,SECURITY_HOLDING,GHS,163442.59,163442.59,SBL-SOV-017052,SEC.BOND.5Y,1205,2023-04-05,2028-03-09,2028-03-09,0.2593,FIXED,163442.59,BR-001,30,GHGGB1851507
SECURITY.POSITION/3004994,SECURITY_HOLDING,GHS,172464.36,172464.36,SBL-SOV-017052,SEC.BOND.5Y,1205,2022-03-14,2027-02-16,2027-02-16,0.2656,FIXED,172464.36,BR-001,30,GHGGB5910583
